name	species	len	pComplete	frv.pred	sp.pred	gpi.pred	frv.score	sp.prob	cleavePos
XP_006684153.1_Yamadazyma_tenuis	Yamadazyma tenuis	207	no-right	FALSE	TRUE	FALSE	-0.074139991	0.9996342	185
XP_018713134.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	381	NA	FALSE	TRUE	FALSE	-0.48385427	0.57692164	358
XP_018712964.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	345	NA	FALSE	FALSE	FALSE	-1.0060953	NA	325
XP_018714655.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	339	NA	FALSE	TRUE	FALSE	-0.26031506	0.9997435	319
XP_018712348.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	199	no-ends	FALSE	FALSE	FALSE	-0.59343744	NA	174
XP_018714824.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	367	NA	FALSE	TRUE	FALSE	-0.4061022	0.6547242	343
XP_018709277.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	344	NA	FALSE	FALSE	FALSE	-0.35600025	NA	319
XP_018710226.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	626	NA	FALSE	TRUE	TRUE	0.099132919	0.9996903	601
XP_018710946.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	333	NA	FALSE	TRUE	FALSE	-0.83634251	0.98798954	311
XP_018712283.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	344	NA	FALSE	FALSE	FALSE	-0.91570893	NA	324
XP_018713972.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	346	NA	FALSE	TRUE	FALSE	-0.15011219	0.99976504	326
XP_018709279.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	176	no-ends	FALSE	FALSE	FALSE	-0.22194767	NA	154
XP_018714230.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	197	no-right	FALSE	TRUE	FALSE	-1.2460898	0.9996797	176
XP_003959171.1_Kazachstania_africana	Kazachstania africana	770	NA	TRUE	TRUE	TRUE	0.9888821	0.99970925	748
XP_018710763.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	256	no-right	FALSE	FALSE	FALSE	-1.2629289	NA	225
XP_015465113.1_Debaryomyces_fabryi	Debaryomyces fabryi	429	no-right	FALSE	TRUE	FALSE	-0.37071126	0.99972826	406
XP_002770240.1_Debaryomyces_hansenii	Debaryomyces hansenii	949	NA	FALSE	TRUE	TRUE	0.16175777	0.9996647	926
XP_002614829.1_Clavispora_lusitaniae	Clavispora lusitaniae	702	NA	TRUE	TRUE	TRUE	0.68822242	0.9996965	677
XP_003958180.1_Kazachstania_africana	Kazachstania africana	368	NA	TRUE	FALSE	FALSE	0.90228499	NA	347
XP_018709274.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	257	NA	FALSE	FALSE	FALSE	-1.5079586	NA	237
XP_003959752.1_Kazachstania_africana	Kazachstania africana	1546	NA	FALSE	TRUE	TRUE	-0.067041447	0.9984466	1521
XP_018709944.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	466	no-right	FALSE	TRUE	TRUE	-0.31759399	0.6316808	435
XP_003959960.1_Kazachstania_africana	Kazachstania africana	3196	no-right	FALSE	TRUE	FALSE	0.069436823	0.9996686	3171
XP_002614115.1_Clavispora_lusitaniae	Clavispora lusitaniae	780	no-right	TRUE	TRUE	FALSE	0.8786888	0.9997217	752
XP_018713950.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	318	NA	FALSE	TRUE	FALSE	-1.0699016	0.99974	297
XP_018714578.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	220	NA	FALSE	TRUE	FALSE	0.062684437	0.99979126	196
XP_722183.2_Candida_albicans	Candida albicans	919	NA	TRUE	TRUE	TRUE	1.3860953	0.9996898	895
XP_002420471.1_Candida_dubliniensis	Candida dubliniensis	940	NA	TRUE	TRUE	TRUE	1.3207172	0.9997544	916
XP_714203.1_Candida_albicans	Candida albicans	1249	NA	TRUE	TRUE	TRUE	1.5942726	0.9996826	1224
XP_002547764.1_Candida_tropicalis	Candida tropicalis	1405	NA	TRUE	TRUE	TRUE	1.5265214	0.99975276	1380
XP_002550900.1_Candida_tropicalis	Candida tropicalis	665	NA	TRUE	TRUE	FALSE	0.93259672	0.99971825	641
XP_002549927.1_Candida_tropicalis	Candida tropicalis	925	NA	TRUE	TRUE	FALSE	1.2903155	0.94243884	905
XP_002546360.1_Candida_tropicalis	Candida tropicalis	1952	NA	TRUE	TRUE	TRUE	1.160908	0.9997232	1929
XP_717330.2_Candida_albicans	Candida albicans	941	NA	TRUE	TRUE	TRUE	0.98741474	0.99978435	918
XP_002545452.1_Candida_tropicalis	Candida tropicalis	1383	NA	TRUE	TRUE	TRUE	1.0666711	0.99960256	1358
XP_002547620.1_Candida_tropicalis	Candida tropicalis	1689	NA	TRUE	TRUE	TRUE	0.91979013	0.99973613	1665
XP_002421951.1_Candida_dubliniensis	Candida dubliniensis	943	NA	TRUE	TRUE	TRUE	0.95102684	0.99974924	920
XP_002421924.1_Candida_dubliniensis	Candida dubliniensis	945	NA	TRUE	TRUE	TRUE	0.88510648	0.9997564	922
XP_715137.2_Candida_albicans	Candida albicans	941	NA	TRUE	TRUE	TRUE	1.0525564	0.99976385	918
XP_002547617.1_Candida_tropicalis	Candida tropicalis	827	no-right	TRUE	TRUE	FALSE	0.56817513	0.9997612	804
XP_002421505.1_Candida_dubliniensis	Candida dubliniensis	2113	NA	TRUE	TRUE	TRUE	2.2510197	0.99300987	2089
XP_002421668.1_Candida_dubliniensis	Candida dubliniensis	1433	NA	TRUE	TRUE	TRUE	1.2363133	0.9997637	1408
XP_002547615.1_Candida_tropicalis	Candida tropicalis	749	NA	TRUE	TRUE	FALSE	0.90716945	0.99973255	724
XP_711686.2_Candida_albicans	Candida albicans	1562	NA	TRUE	TRUE	TRUE	1.8226693	0.9935586	1538
XP_718630.1_Candida_albicans	Candida albicans	1526	NA	TRUE	TRUE	TRUE	1.4446197	0.9997083	1501
XP_714201.2_Candida_albicans	Candida albicans	714	NA	TRUE	TRUE	TRUE	0.62771885	0.99965966	688
XP_002420246.1_Candida_dubliniensis	Candida dubliniensis	1279	NA	TRUE	TRUE	TRUE	1.5937509	0.99976057	1257
XP_715535.1_Candida_albicans	Candida albicans	1308	NA	TRUE	TRUE	TRUE	1.4153064	0.9997607	1286
XP_003868553.1_Candida_orthopsilosis	Candida orthopsilosis	706	NA	TRUE	TRUE	TRUE	0.54050208	0.99976414	683
XP_002420375.1_Candida_dubliniensis	Candida dubliniensis	649	NA	TRUE	TRUE	TRUE	1.2487134	0.99944824	623
XP_003868554.1_Candida_orthopsilosis	Candida orthopsilosis	857	NA	TRUE	TRUE	TRUE	1.2664866	0.99960715	832
XP_717969.1_Candida_albicans	Candida albicans	1225	NA	TRUE	TRUE	FALSE	0.51865551	0.8026889	1194
XP_002421681.1_Candida_dubliniensis	Candida dubliniensis	1227	NA	FALSE	TRUE	TRUE	0.28914523	0.9996147	1203
XP_002545510.1_Candida_tropicalis	Candida tropicalis	656	NA	FALSE	FALSE	FALSE	0.19304294	NA	636
XP_036665264.1_Candida_parapsilosis	Candida parapsilosis	1671	NA	TRUE	TRUE	TRUE	1.1000199	0.9996979	1647
XP_020061729.1_Suhomyces_tanzawaensis	Suhomyces tanzawaensis	329	no-ends	FALSE	FALSE	FALSE	-0.50374699	NA	306
XP_020063353.1_Suhomyces_tanzawaensis	Suhomyces tanzawaensis	339	no-right	FALSE	TRUE	FALSE	0.23812552	0.999775	316
XP_002547616.1_Candida_tropicalis	Candida tropicalis	1626	NA	TRUE	FALSE	TRUE	1.5152417	NA	1602
XP_714246.2_Candida_albicans	Candida albicans	1085	NA	TRUE	TRUE	TRUE	0.75708336	0.9768092	1063
XP_020062061.1_Suhomyces_tanzawaensis	Suhomyces tanzawaensis	363	no-right	FALSE	TRUE	FALSE	0.035066137	0.9996795	342
XP_002418802.1_Candida_dubliniensis	Candida dubliniensis	1277	NA	FALSE	TRUE	TRUE	0.4550578	0.9997199	1252
XP_020062062.1_Suhomyces_tanzawaensis	Suhomyces tanzawaensis	608	NA	TRUE	TRUE	TRUE	0.68110165	0.99969614	584
XP_001485543.1_Meyerozyma_guilliermondii	Meyerozyma guilliermondii	385	NA	FALSE	FALSE	FALSE	-0.80592038	NA	365
XP_001523105.1_Lodderomyces_elongisporus	Lodderomyces elongisporus	3496	NA	TRUE	TRUE	TRUE	1.2796836	0.99976766	3472
XP_036664320.1_Candida_parapsilosis	Candida parapsilosis	411	NA	FALSE	TRUE	FALSE	-0.070680432	0.9998179	380
XP_036665262.1_Candida_parapsilosis	Candida parapsilosis	1640	NA	TRUE	TRUE	FALSE	0.63243653	0.9997404	1615
XP_001487825.1_Meyerozyma_guilliermondii	Meyerozyma guilliermondii	1750	NA	TRUE	TRUE	TRUE	1.2843613	0.99972780000000006	1725
XP_036667771.1_Candida_parapsilosis	Candida parapsilosis	420	NA	FALSE	TRUE	FALSE	-0.16888462	0.9997835	390
XP_036664319.1_Candida_parapsilosis	Candida parapsilosis	414	NA	FALSE	TRUE	FALSE	-0.1327004	0.9997856	383
XP_001485548.1_Meyerozyma_guilliermondii	Meyerozyma guilliermondii	1129	NA	TRUE	TRUE	TRUE	1.0999679	0.99974227	1106
XP_001482143.1_Meyerozyma_guilliermondii	Meyerozyma guilliermondii	1111	NA	TRUE	TRUE	TRUE	0.87960389	0.99967796	1086
XP_002547904.1_Candida_tropicalis	Candida tropicalis	1038	NA	TRUE	TRUE	TRUE	1.4037499	0.9996796	1018
XP_036664321.1_Candida_parapsilosis	Candida parapsilosis	419	NA	FALSE	TRUE	FALSE	-0.06002071	0.99978536	388
XP_036668412.1_Candida_parapsilosis	Candida parapsilosis	418	NA	FALSE	TRUE	FALSE	-0.41422657	0.99977684	387
XP_036664318.1_Candida_parapsilosis	Candida parapsilosis	439	NA	FALSE	TRUE	TRUE	-0.35624855	0.9997898	410
XP_006683698.1_Yamadazyma_tenuis	Yamadazyma tenuis	333	NA	FALSE	TRUE	FALSE	-0.39901882	0.99966323	310
XP_002550128.1_Candida_tropicalis	Candida tropicalis	1230	NA	FALSE	TRUE	TRUE	-0.094046488	0.97077197	1207
XP_036667770.1_Candida_parapsilosis	Candida parapsilosis	410	NA	FALSE	TRUE	FALSE	-0.30574656	0.99977756	379
XP_036664322.1_Candida_parapsilosis	Candida parapsilosis	437	NA	FALSE	TRUE	FALSE	-0.046185626	0.9997831	415
XP_003868555.1_Candida_orthopsilosis	Candida orthopsilosis	774	NA	TRUE	TRUE	TRUE	0.93700707	0.9997873	749
XP_002550768.1_Candida_tropicalis	Candida tropicalis	455	NA	FALSE	TRUE	FALSE	-0.17701816	0.99955416	435
XP_036663837.1_Candida_parapsilosis	Candida parapsilosis	438	NA	FALSE	FALSE	TRUE	-0.10980606	NA	407
XP_002419003.1_Candida_dubliniensis	Candida dubliniensis	534	NA	FALSE	TRUE	FALSE	0.15648427	0.86535007	505
XP_036665265.1_Candida_parapsilosis	Candida parapsilosis	1714	NA	TRUE	TRUE	TRUE	2.132957	0.9996166	1690
XP_717774.1_Candida_albicans	Candida albicans	511	NA	FALSE	FALSE	FALSE	0.26436593	NA	480
XP_036663836.1_Candida_parapsilosis	Candida parapsilosis	404	NA	FALSE	TRUE	FALSE	-0.44256238	0.9997675	376
XP_002546744.1_Candida_tropicalis	Candida tropicalis	328	NA	FALSE	FALSE	FALSE	-0.6413032	NA	304
XP_006684896.1_Yamadazyma_tenuis	Yamadazyma tenuis	361	no-right	FALSE	TRUE	FALSE	-0.1622507	0.7680436	338
XP_036662815.1_Candida_parapsilosis	Candida parapsilosis	1429	NA	TRUE	TRUE	TRUE	0.84174016	0.9997779	1407
XP_717775.2_Candida_albicans	Candida albicans	1244	NA	TRUE	TRUE	TRUE	0.98874794	0.9997115	1219
XP_002547891.1_Candida_tropicalis	Candida tropicalis	669	NA	TRUE	TRUE	TRUE	1.1297724	0.5961775	638
XP_002550387.1_Candida_tropicalis	Candida tropicalis	588	NA	TRUE	TRUE	TRUE	0.52910022	0.99978787	566
XP_002419002.1_Candida_dubliniensis	Candida dubliniensis	1268	NA	FALSE	TRUE	TRUE	0.18924973	0.99969435	1243
XP_003959094.1_Kazachstania_africana	Kazachstania africana	805	NA	TRUE	FALSE	TRUE	0.99964391	NA	779
XP_036665263.1_Candida_parapsilosis	Candida parapsilosis	2273	NA	TRUE	TRUE	TRUE	1.3600592	0.9997527	2248
XP_002614819.1_Clavispora_lusitaniae	Clavispora lusitaniae	402	NA	FALSE	FALSE	TRUE	0.13507042	NA	373
XP_002614815.1_Clavispora_lusitaniae	Clavispora lusitaniae	674	NA	TRUE	TRUE	TRUE	0.64798352	0.99974036	643
XP_020067797.1_Cyberlindnera_jadinii	Cyberlindnera jadinii	472	no-right	TRUE	TRUE	FALSE	0.78719461	0.999624	443
XP_002615218.1_Clavispora_lusitaniae	Clavispora lusitaniae	1442	NA	TRUE	TRUE	TRUE	1.1975988	0.98316145	1417
XP_002614120.1_Clavispora_lusitaniae	Clavispora lusitaniae	624	no-right	TRUE	TRUE	FALSE	0.63073483	0.99971217	599
XP_002620045.1_Clavispora_lusitaniae	Clavispora lusitaniae	231	NA	FALSE	FALSE	FALSE	-0.14152204	NA	211
XP_001527307.1_Lodderomyces_elongisporus	Lodderomyces elongisporus	947	NA	FALSE	TRUE	FALSE	0.46248045	0.99699	927
XP_003958926.1_Kazachstania_africana	Kazachstania africana	1072	NA	TRUE	TRUE	TRUE	1.8922023	0.999795	1046
XP_002614121.1_Clavispora_lusitaniae	Clavispora lusitaniae	1143	NA	TRUE	TRUE	TRUE	1.6098739	0.9991303	1118
XP_020068387.1_Cyberlindnera_jadinii	Cyberlindnera jadinii	935	NA	TRUE	TRUE	TRUE	0.96315239	0.9997775	915
XP_007375135.1_Spathaspora_passalidarum	Spathaspora passalidarum	459	NA	FALSE	FALSE	FALSE	-1.008	NA	436
XP_007376669.1_Spathaspora_passalidarum	Spathaspora passalidarum	1945	no-right	TRUE	TRUE	FALSE	1.1340257	0.9930304	1925
XP_018713478.1_Metschnikowia_bicuspidata	Metschnikowia bicuspidata	218	NA	FALSE	FALSE	FALSE	-0.33715947	NA	198
XP_003956397.1_Kazachstania_africana	Kazachstania africana	286	NA	FALSE	TRUE	FALSE	-0.13348797	0.99963266	263
XP_003672684.1_Naumovozyma_dairenensis	Naumovozyma dairenensis	476	NA	TRUE	TRUE	FALSE	1.0135222	0.99973524	453
XP_022466292.1_Kazachstania_naganishii	Kazachstania naganishii	1196	NA	FALSE	TRUE	TRUE	0.42214311	0.99689895	1170
XP_003678549.1_Naumovozyma_castellii	Naumovozyma castellii	773	NA	TRUE	TRUE	TRUE	1.200879	0.504304	748
XP_022466281.1_Kazachstania_naganishii	Kazachstania naganishii	1096	NA	TRUE	FALSE	TRUE	0.75024494	NA	1073
XP_003671892.1_Naumovozyma_dairenensis	Naumovozyma dairenensis	867	NA	TRUE	TRUE	TRUE	1.6637881	0.9997324	843
XP_452176.1_Kluyveromyces_lactis	Kluyveromyces lactis	766	NA	TRUE	TRUE	TRUE	0.60232828	0.99972767	736
XP_003957739.1_Kazachstania_africana	Kazachstania africana	238	NA	FALSE	FALSE	FALSE	0.4058715	NA	215
XP_003958230.1_Kazachstania_africana	Kazachstania africana	251	NA	FALSE	FALSE	FALSE	-0.06275088	NA	227
XP_003956376.1_Kazachstania_africana	Kazachstania africana	626	NA	TRUE	FALSE	FALSE	1.3781501	NA	606
XP_022464879.1_Kazachstania_naganishii	Kazachstania naganishii	1099	NA	TRUE	TRUE	TRUE	1.0439008	0.99974835	1076
XP_007373711.1_Spathaspora_passalidarum	Spathaspora passalidarum	520	NA	TRUE	TRUE	FALSE	0.53810723	0.9997374	500
KAG2734361.1_Scheffersomyces_stipitis	Scheffersomyces stipitis	960	NA	TRUE	TRUE	FALSE	1.6923883	0.99797815	937
KAG2735578.1_Scheffersomyces_stipitis	Scheffersomyces stipitis	2707	NA	TRUE	FALSE	TRUE	2.4090797	NA	2685
KAG2733521.1_Scheffersomyces_stipitis	Scheffersomyces stipitis	2206	NA	TRUE	TRUE	TRUE	2.5413688	0.99971294	2182
KAG2731421.1_Scheffersomyces_stipitis	Scheffersomyces stipitis	1555	NA	TRUE	TRUE	TRUE	1.7477606	0.9997496	1531
KAG2732535.1_Scheffersomyces_stipitis	Scheffersomyces stipitis	2212	NA	TRUE	TRUE	FALSE	2.7648259	0.99966985	2190
KAG2731009.1_Scheffersomyces_stipitis	Scheffersomyces stipitis	1257	NA	TRUE	TRUE	TRUE	1.9510763	0.9997711	1233
KAG2733788.1_Scheffersomyces_stipitis	Scheffersomyces stipitis	1523	NA	TRUE	TRUE	TRUE	2.4462419	0.9996395	1499
QHS65613.1_Candida_glabrata	Candida glabrata	965	NA	TRUE	TRUE	TRUE	1.0588152	0.9996781	943
QHS67215.1_Candida_glabrata	Candida glabrata	1861	NA	FALSE	TRUE	TRUE	0.39833785	0.99970675	1836
QHS67886.1_Candida_glabrata	Candida glabrata	2111	NA	TRUE	TRUE	TRUE	1.8383932	0.99970716	2083
QHS67369.1_Candida_glabrata	Candida glabrata	2385	NA	TRUE	TRUE	TRUE	1.6984555	0.8760087	2357
QHS67887.1_Candida_glabrata	Candida glabrata	832	NA	TRUE	TRUE	TRUE	0.73966683	0.894638	804
QHS68452.1_Candida_glabrata	Candida glabrata	3241	NA	FALSE	TRUE	TRUE	-0.032970506	0.99924076	3219
QHS66001.1_Candida_glabrata	Candida glabrata	1570	NA	TRUE	FALSE	TRUE	1.9110836	NA	1546
QHS69029.1_Candida_glabrata	Candida glabrata	1580	NA	TRUE	TRUE	TRUE	1.7491106	0.99881834	1552
QHS64595.1_Candida_glabrata	Candida glabrata	955	NA	TRUE	TRUE	TRUE	1.2939644	0.93092847	927
QHS64811.1_Candida_glabrata	Candida glabrata	2231	NA	TRUE	TRUE	TRUE	2.0213926	0.9997046	2203
QHS65049.1_Candida_glabrata	Candida glabrata	3330	NA	TRUE	TRUE	TRUE	2.0593276	0.9996779	3301
QHS66441.1_Candida_glabrata	Candida glabrata	1989	NA	TRUE	TRUE	TRUE	2.0316298	0.9995846	1961
QHS65618.1_Candida_glabrata	Candida glabrata	4497	NA	TRUE	TRUE	TRUE	2.3453055	0.99970996	4469
PIS52481.1_Candida_auris	Candida auris	1247	NA	TRUE	FALSE	TRUE	1.8499264	NA	1222
NABA0s29e06380g_Nakaseomyces_bacillisporus	Nakaseomyces bacillisporus	997	NA	TRUE	FALSE	FALSE	1.7271793	NA	965
NADE0s03e05775g_Nakaseomyces_delphensis	Nakaseomyces delphensis	920	NA	FALSE	TRUE	TRUE	0.50309632	0.99972934	896
NADE0s03e00110g_Nakaseomyces_delphensis	Nakaseomyces delphensis	1017	NA	TRUE	TRUE	TRUE	0.6310118	0.9997179	993
CANI0s04e00110g_Candida_nivariensis	Candida nivariensis	919	NA	TRUE	TRUE	TRUE	0.97512582	0.99977744	894
CABR0s21e03234g_Candida_bracarensis	Candida bracarensis	893	NA	TRUE	TRUE	TRUE	0.68273623	0.99950325	868
CANI0s18e03223g_Candida_nivariensis	Candida nivariensis	394	NA	FALSE	TRUE	FALSE	0.27877833	0.99975777	373
CABR0s31e03938g_Candida_bracarensis	Candida bracarensis	374	NA	FALSE	TRUE	FALSE	0.11720423	0.9997772	347
NADE0s05e04136g_Nakaseomyces_delphensis	Nakaseomyces delphensis	409	NA	FALSE	TRUE	FALSE	0.25318991	0.99974155	386
CACA0s12e09086g_Candida_castellii	Candida castellii	420	NA	FALSE	TRUE	FALSE	0.28117475	0.9801375	395
CACA0s05e11539g_Candida_castellii	Candida castellii	697	NA	TRUE	TRUE	TRUE	0.96405258	0.9997412	668
SAKL0C00330g_Lachancea_kluyveri	Lachancea kluyveri	1270	NA	TRUE	TRUE	TRUE	1.2511291	0.999773	1245
