seq_id	alignment_start	alignment_end	envelope_start	envelope_end	hmm_acc	hmm_name	hmm_start	hmm_end	hmm_length	bit_score	Individual_e_value	Conditional_e_value	database_significant	outcompeted	clan
XP_025344407.1_Chaemuloni	3332	3371	3330	3371	PF15789.5	Hyr1	3	41	41	32.79	3.7e-08	8.2e-12	1	0	
XP_025344407.1_Chaemuloni	3377	3416	3375	3416	PF15789.5	Hyr1	3	41	41	29.99	2.8e-07	6.1e-11	1	0	
XP_025344407.1_Chaemuloni	3422	3459	3420	3459	PF15789.5	Hyr1	3	41	41	25.78	5.7e-06	1.3e-09	1	0	
XP_025344407.1_Chaemuloni	3469	3502	3463	3502	PF15789.5	Hyr1	6	41	41	22.11	7.9e-05	1.8e-08	1	0	
XP_025344407.1_Chaemuloni	3508	3545	3506	3545	PF15789.5	Hyr1	3	41	41	32.47	4.6e-08	1.0e-11	1	0	
XP_025344407.1_Chaemuloni	3551	3590	3549	3590	PF15789.5	Hyr1	3	41	41	28.05	1.1e-06	2.5e-10	1	0	
XP_025344407.1_Chaemuloni	3596	3635	3594	3635	PF15789.5	Hyr1	3	41	41	30.29	2.2e-07	4.9e-11	1	0	
XP_025344407.1_Chaemuloni	3784	3823	3782	3823	PF15789.5	Hyr1	3	41	41	26.74	2.8e-06	6.4e-10	1	0	
XP_025344407.1_Chaemuloni	3829	3868	3827	3868	PF15789.5	Hyr1	3	41	41	29.99	2.8e-07	6.1e-11	1	0	
XP_025344407.1_Chaemuloni	3874	3913	3872	3913	PF15789.5	Hyr1	3	41	41	29.17	5.0e-07	1.1e-10	1	0	
XP_025344407.1_Chaemuloni	3919	3958	3917	3958	PF15789.5	Hyr1	3	41	41	28.79	6.5e-07	1.5e-10	1	0	
XP_025344407.1_Chaemuloni	3964	4001	3962	4001	PF15789.5	Hyr1	3	41	41	20.17	0.00032	7.2e-08	1	0	
XP_025344407.1_Chaemuloni	916	1229	914	1231	PF11765.8	Hyphal_reg_CWP	3	326	328	244.75	1.1e-72	2.5e-76	1	0	
XP_025344407.1_Chaemuloni	60	446	59	447	PF00026.23	Asp	2	314	315	206.14	8.2e-61	1.8e-64	1	0	CL0129
XP_025344601.1_Chaemuloni	28	338	25	340	PF11765.8	Hyphal_reg_CWP	4	326	328	239.98	3.1e-71	3.5e-75	1	0	
XP_025342839.1_Chaemuloni	12	326	11	326	PF11765.8	Hyphal_reg_CWP	2	328	328	243.40	2.9e-72	6.4e-76	1	0	
XP_025342839.1_Chaemuloni	382	408	379	408	PF15789.5	Hyr1	16	41	41	26.56	3.2e-06	7.2e-10	1	0	
XP_025342839.1_Chaemuloni	414	457	412	457	PF15789.5	Hyr1	3	41	41	20.45	0.00026	5.9e-08	1	0	
XP_025342839.1_Chaemuloni	561	604	559	604	PF15789.5	Hyr1	3	41	41	21.03	0.00017	3.9e-08	1	0	
XP_025342839.1_Chaemuloni	610	654	608	654	PF15789.5	Hyr1	3	41	41	20.78	0.00021	4.6e-08	1	0	
XP_025342839.1_Chaemuloni	660	703	658	703	PF15789.5	Hyr1	3	41	41	20.03	0.00035	7.9e-08	1	0	
XP_025342839.1_Chaemuloni	709	751	707	751	PF15789.5	Hyr1	3	41	41	21.15	0.00016	3.5e-08	1	0	
XP_025342839.1_Chaemuloni	760	798	755	798	PF15789.5	Hyr1	5	41	41	24.53	1.4e-05	3.1e-09	1	0	
XP_025341971.1_Chaemuloni	15	327	12	327	PF11765.8	Hyphal_reg_CWP	4	328	328	228.61	9.1e-68	5.1e-72	1	0	
XP_025343300.1_Chaemuloni	380	405	366	405	PF15789.5	Hyr1	16	41	41	24.42	1.5e-05	1.7e-09	1	0	
XP_025343300.1_Chaemuloni	457	493	451	493	PF15789.5	Hyr1	5	41	41	21.27	0.00015	1.6e-08	1	0	
XP_025343300.1_Chaemuloni	762	797	757	797	PF15789.5	Hyr1	5	41	41	23.49	2.9e-05	3.3e-09	1	0	
XP_025343300.1_Chaemuloni	1021	1060	1020	1060	PF15789.5	Hyr1	2	41	41	24.17	1.8e-05	2.0e-09	1	0	
XP_025343300.1_Chaemuloni	1621	1656	1616	1656	PF15789.5	Hyr1	5	41	41	22.56	5.7e-05	6.4e-09	1	0	
XP_025343300.1_Chaemuloni	2	310	1	310	PF11765.8	Hyphal_reg_CWP	8	328	328	235.51	7.2e-70	8.0e-74	1	0	
XP_025343289.1_Chaemuloni	13	327	12	327	PF11765.8	Hyphal_reg_CWP	2	328	328	241.75	9.1e-72	1.0e-75	1	0	
XP_025343289.1_Chaemuloni	339	359	323	359	PF15789.5	Hyr1	21	41	41	22.20	7.5e-05	8.3e-09	1	0	
XP_025343289.1_Chaemuloni	425	473	422	473	PF15789.5	Hyr1	4	41	41	21.83	9.7e-05	1.1e-08	1	0	
XP_025343289.1_Chaemuloni	531	571	527	571	PF15789.5	Hyr1	5	41	41	22.37	6.6e-05	7.4e-09	1	0	
XP_025343289.1_Chaemuloni	581	620	577	620	PF15789.5	Hyr1	6	41	41	21.12	0.00016	1.8e-08	1	0	
XP_025343289.1_Chaemuloni	716	752	711	752	PF15789.5	Hyr1	6	41	41	22.09	8.1e-05	9.0e-09	1	0	
XP_025343289.1_Chaemuloni	761	798	757	798	PF15789.5	Hyr1	5	41	41	24.85	1.1e-05	1.2e-09	1	0	
XP_025341988.1_Chaemuloni	14	329	12	329	PF11765.8	Hyphal_reg_CWP	3	328	328	231.74	1.0e-68	5.6e-73	1	0	
XP_025341634.1_Chaemuloni	15	329	14	330	PF11765.8	Hyphal_reg_CWP	2	326	328	215.41	9.4e-64	5.3e-68	1	0	
XP_025344020.1_Chaemuloni	12	332	10	332	PF11765.8	Hyphal_reg_CWP	3	328	328	230.08	3.2e-68	1.8e-72	1	0	
XP_025344415.1_Chaemuloni	13	346	12	346	PF11765.8	Hyphal_reg_CWP	2	328	328	187.64	2.6e-55	1.5e-59	1	0	
XP_025344412.1_Chaemuloni	4	308	1	310	PF11765.8	Hyphal_reg_CWP	7	325	328	196.37	5.8e-58	3.3e-62	1	0	
XP_024716365.1_Cpseudohaemulonis	6	269	2	269	PF11765.8	Hyphal_reg_CWP	54	328	328	181.80	1.6e-53	1.8e-57	1	0	
XP_024713121.1_Cpseudohaemulonis	499	538	497	538	PF15789.5	Hyr1	3	41	41	31.97	6.6e-08	1.5e-11	1	0	
XP_024713121.1_Cpseudohaemulonis	548	581	542	581	PF15789.5	Hyr1	6	41	41	28.99	5.7e-07	1.3e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	767	801	761	801	PF15789.5	Hyr1	6	41	41	27.18	2.1e-06	4.6e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	1360	1394	1354	1394	PF15789.5	Hyr1	6	41	41	20.58	0.00024	5.3e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	1448	1482	1442	1482	PF15789.5	Hyr1	6	41	41	23.67	2.6e-05	5.8e-09	1	0	
XP_024713121.1_Cpseudohaemulonis	1807	1842	1801	1842	PF15789.5	Hyr1	5	41	41	20.98	0.00018	4.0e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	1872	1892	1850	1892	PF15789.5	Hyr1	21	41	41	21.62	0.00011	2.5e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	1899	1937	1896	1937	PF15789.5	Hyr1	4	41	41	27.91	1.2e-06	2.7e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	1946	1982	1941	1982	PF15789.5	Hyr1	5	41	41	34.51	1.1e-08	2.4e-12	1	0	
XP_024713121.1_Cpseudohaemulonis	1991	2025	1986	2025	PF15789.5	Hyr1	5	41	41	21.65	0.00011	2.5e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	2032	2070	2029	2070	PF15789.5	Hyr1	4	41	41	21.61	0.00011	2.6e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	2080	2115	2074	2115	PF15789.5	Hyr1	6	41	41	30.53	1.9e-07	4.1e-11	1	0	
XP_024713121.1_Cpseudohaemulonis	2123	2160	2119	2160	PF15789.5	Hyr1	5	41	41	26.82	2.7e-06	6.0e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	2167	2205	2164	2205	PF15789.5	Hyr1	4	41	41	27.91	1.2e-06	2.7e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	2211	2250	2209	2250	PF15789.5	Hyr1	3	41	41	28.91	6.0e-07	1.3e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	2258	2295	2254	2295	PF15789.5	Hyr1	5	41	41	21.75	0.0001	2.3e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	2302	2340	2299	2340	PF15789.5	Hyr1	4	41	41	27.91	1.2e-06	2.7e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	2348	2385	2344	2385	PF15789.5	Hyr1	5	41	41	21.75	0.0001	2.3e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	2391	2428	2389	2428	PF15789.5	Hyr1	3	41	41	23.10	3.9e-05	8.7e-09	1	0	
XP_024713121.1_Cpseudohaemulonis	2481	2518	2477	2518	PF15789.5	Hyr1	5	41	41	30.52	1.9e-07	4.2e-11	1	0	
XP_024713121.1_Cpseudohaemulonis	2528	2562	2521	2562	PF15789.5	Hyr1	6	41	41	24.97	1.0e-05	2.3e-09	1	0	
XP_024713121.1_Cpseudohaemulonis	2572	2607	2566	2607	PF15789.5	Hyr1	6	41	41	26.08	4.6e-06	1.0e-09	1	0	
XP_024713121.1_Cpseudohaemulonis	2615	2654	2611	2654	PF15789.5	Hyr1	5	41	41	25.59	6.5e-06	1.4e-09	1	0	
XP_024713121.1_Cpseudohaemulonis	2665	2699	2658	2699	PF15789.5	Hyr1	7	41	41	26.14	4.4e-06	9.8e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	2707	2744	2703	2744	PF15789.5	Hyr1	5	41	41	27.42	1.7e-06	3.9e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	2752	2789	2748	2789	PF15789.5	Hyr1	5	41	41	25.90	5.2e-06	1.2e-09	1	0	
XP_024713121.1_Cpseudohaemulonis	2797	2834	2792	2834	PF15789.5	Hyr1	5	41	41	26.85	2.6e-06	5.9e-10	1	0	
XP_024713121.1_Cpseudohaemulonis	2843	2877	2838	2877	PF15789.5	Hyr1	5	41	41	22.31	6.9e-05	1.5e-08	1	0	
XP_024713121.1_Cpseudohaemulonis	15	325	12	327	PF11765.8	Hyphal_reg_CWP	4	326	328	245.30	7.6e-73	1.7e-76	1	0	
XP_024713119.1_Cpseudohaemulonis	14	327	12	327	PF11765.8	Hyphal_reg_CWP	3	328	328	237.20	2.2e-70	1.2e-74	1	0	
XP_024712323.1_Cpseudohaemulonis	15	327	12	327	PF11765.8	Hyphal_reg_CWP	4	328	328	216.38	4.8e-64	2.7e-68	1	0	
XP_024711259.1_Cpseudohaemulonis	14	327	12	327	PF11765.8	Hyphal_reg_CWP	3	328	328	234.86	1.1e-69	6.3e-74	1	0	
XP_024711351.1_Cpseudohaemulonis	12	325	10	325	PF11765.8	Hyphal_reg_CWP	3	328	328	239.30	5.1e-71	5.6e-75	1	0	
XP_024711351.1_Cpseudohaemulonis	388	428	386	428	PF15789.5	Hyr1	3	41	41	27.28	1.9e-06	2.1e-10	1	0	
XP_024711351.1_Cpseudohaemulonis	978	1019	976	1019	PF15789.5	Hyr1	3	41	41	22.66	5.4e-05	6.0e-09	1	0	
XP_024711351.1_Cpseudohaemulonis	1025	1061	1023	1061	PF15789.5	Hyr1	3	41	41	21.62	0.00011	1.3e-08	1	0	
XP_024711351.1_Cpseudohaemulonis	1067	1104	1065	1104	PF15789.5	Hyr1	3	41	41	21.93	9.1e-05	1.0e-08	1	0	
XP_024711351.1_Cpseudohaemulonis	1155	1206	1153	1206	PF15789.5	Hyr1	3	41	41	21.00	0.00018	2.0e-08	1	0	
XP_024711351.1_Cpseudohaemulonis	1215	1252	1210	1252	PF15789.5	Hyr1	5	41	41	21.82	9.8e-05	1.1e-08	1	0	
XP_024712318.1_Cpseudohaemulonis	15	324	12	326	PF11765.8	Hyphal_reg_CWP	4	325	328	216.20	5.4e-64	6.0e-68	1	0	
XP_024712318.1_Cpseudohaemulonis	1305	1609	1303	1611	PF11765.8	Hyphal_reg_CWP	3	325	328	191.14	2.3e-56	2.5e-60	1	0	
XP_024712318.1_Cpseudohaemulonis	1822	1857	1820	1857	PF15789.5	Hyr1	5	41	41	22.57	5.7e-05	6.4e-09	1	0	
XP_024712318.1_Cpseudohaemulonis	1943	1978	1935	1978	PF15789.5	Hyr1	5	41	41	22.09	8.0e-05	9.0e-09	1	0	
XP_024712318.1_Cpseudohaemulonis	1991	2022	1986	2022	PF15789.5	Hyr1	9	41	41	23.56	2.8e-05	3.1e-09	1	0	
XP_024712318.1_Cpseudohaemulonis	2109	2144	2103	2144	PF15789.5	Hyr1	5	41	41	24.05	2.0e-05	2.2e-09	1	0	
XP_024712318.1_Cpseudohaemulonis	2154	2188	2151	2188	PF15789.5	Hyr1	6	41	41	24.00	2.0e-05	2.3e-09	1	0	
XP_024712318.1_Cpseudohaemulonis	2197	2232	2191	2232	PF15789.5	Hyr1	5	41	41	21.85	9.6e-05	1.1e-08	1	0	
XP_024712318.1_Cpseudohaemulonis	2241	2276	2236	2276	PF15789.5	Hyr1	5	41	41	20.46	0.00026	2.9e-08	1	0	
XP_024712318.1_Cpseudohaemulonis	2284	2320	2279	2320	PF15789.5	Hyr1	4	41	41	25.49	7.0e-06	7.8e-10	1	0	
XP_024712318.1_Cpseudohaemulonis	2329	2364	2323	2364	PF15789.5	Hyr1	5	41	41	20.26	0.0003	3.4e-08	1	0	
XP_024712318.1_Cpseudohaemulonis	2460	2495	2454	2495	PF15789.5	Hyr1	5	41	41	25.71	6.0e-06	6.7e-10	1	0	
XP_024712318.1_Cpseudohaemulonis	2552	2583	2543	2583	PF15789.5	Hyr1	9	41	41	27.04	2.3e-06	2.5e-10	1	0	
XP_024712318.1_Cpseudohaemulonis	2886	2920	2880	2920	PF15789.5	Hyr1	5	41	41	24.79	1.2e-05	1.3e-09	1	0	
XP_024712318.1_Cpseudohaemulonis	2928	2963	2923	2963	PF15789.5	Hyr1	5	41	41	21.75	0.0001	1.2e-08	1	0	
XP_024716363.1_Cpseudohaemulonis	13	326	11	326	PF11765.8	Hyphal_reg_CWP	3	328	328	235.10	9.6e-70	1.1e-73	1	0	
XP_024716363.1_Cpseudohaemulonis	359	400	355	400	PF15789.5	Hyr1	5	41	41	25.43	7.3e-06	8.1e-10	1	0	
XP_024716363.1_Cpseudohaemulonis	411	449	405	449	PF15789.5	Hyr1	7	41	41	25.25	8.3e-06	9.2e-10	1	0	
XP_024716363.1_Cpseudohaemulonis	836	875	832	875	PF15789.5	Hyr1	5	41	41	22.39	6.5e-05	7.3e-09	1	0	
XP_024711350.1_Cpseudohaemulonis	12	323	11	323	PF11765.8	Hyphal_reg_CWP	2	328	328	217.08	2.9e-64	1.6e-68	1	0	
XP_024711300.1_Cpseudohaemulonis	14	335	12	335	PF11765.8	Hyphal_reg_CWP	3	328	328	201.96	1.2e-59	1.9e-63	1	0	
XP_024713725.1_Cpseudohaemulonis	15	322	14	327	PF11765.8	Hyphal_reg_CWP	2	323	328	184.93	1.8e-54	9.8e-59	1	0	
XP_024713752.1_Cpseudohaemulonis	11	361	10	361	PF11765.8	Hyphal_reg_CWP	2	328	328	198.82	1.0e-58	5.8e-63	1	0	
KND98529.2_B6684_Cauris	16	326	14	327	PF11765.8	Hyphal_reg_CWP	3	327	328	201.28	1.9e-59	1.0e-63	1	0	
KND98979.2_B6684_Cauris	14	327	12	327	PF11765.8	Hyphal_reg_CWP	3	328	328	248.76	6.7e-74	3.7e-78	1	0	
KND99597.2_B6684_Cauris	9	323	8	323	PF11765.8	Hyphal_reg_CWP	2	328	328	242.70	4.7e-72	5.2e-76	1	0	
KND99597.2_B6684_Cauris	416	461	414	461	PF15789.5	Hyr1	3	41	41	25.36	7.7e-06	8.6e-10	1	0	
KND99597.2_B6684_Cauris	471	512	465	512	PF15789.5	Hyr1	6	41	41	22.59	5.6e-05	6.3e-09	1	0	
KND99597.2_B6684_Cauris	721	766	719	766	PF15789.5	Hyr1	3	41	41	20.65	0.00023	2.5e-08	1	0	
KND99597.2_B6684_Cauris	825	868	821	868	PF15789.5	Hyr1	5	41	41	26.99	2.4e-06	2.7e-10	1	0	
PIS49865.1_B8441_Cauris	499	521	491	521	PF15789.5	Hyr1	19	41	41	24.65	1.3e-05	2.8e-09	1	0	
PIS49865.1_B8441_Cauris	527	565	525	565	PF15789.5	Hyr1	3	41	41	31.81	7.4e-08	1.6e-11	1	0	
PIS49865.1_B8441_Cauris	575	609	568	609	PF15789.5	Hyr1	6	41	41	34.97	7.6e-09	1.7e-12	1	0	
PIS49865.1_B8441_Cauris	618	653	613	653	PF15789.5	Hyr1	5	41	41	32.67	4.0e-08	8.9e-12	1	0	
PIS49865.1_B8441_Cauris	662	697	657	697	PF15789.5	Hyr1	5	41	41	27.38	1.8e-06	4.0e-10	1	0	
PIS49865.1_B8441_Cauris	706	741	701	741	PF15789.5	Hyr1	5	41	41	29.17	4.9e-07	1.1e-10	1	0	
PIS49865.1_B8441_Cauris	750	785	745	785	PF15789.5	Hyr1	5	41	41	26.27	4.0e-06	8.9e-10	1	0	
PIS49865.1_B8441_Cauris	794	829	789	829	PF15789.5	Hyr1	5	41	41	23.90	2.2e-05	4.9e-09	1	0	
PIS49865.1_B8441_Cauris	940	977	937	977	PF15789.5	Hyr1	4	41	41	22.52	5.9e-05	1.3e-08	1	0	
PIS49865.1_B8441_Cauris	1341	1375	1331	1375	PF15789.5	Hyr1	12	41	41	24.02	2.0e-05	4.5e-09	1	0	
PIS49865.1_B8441_Cauris	1431	1468	1426	1468	PF15789.5	Hyr1	5	41	41	21.22	0.00015	3.4e-08	1	0	
PIS49865.1_B8441_Cauris	14	325	12	327	PF11765.8	Hyphal_reg_CWP	3	326	328	250.19	2.5e-74	5.5e-78	1	0	
PIS50296.1_B8441_Cauris	507	531	505	531	PF15789.5	Hyr1	17	41	41	25.71	5.9e-06	1.0e-09	1	0	
PIS50296.1_B8441_Cauris	585	619	579	619	PF15789.5	Hyr1	6	41	41	21.21	0.00015	2.5e-08	1	0	
PIS50296.1_B8441_Cauris	627	663	623	663	PF15789.5	Hyr1	5	41	41	23.74	2.5e-05	4.1e-09	1	0	
PIS50296.1_B8441_Cauris	713	751	711	751	PF15789.5	Hyr1	3	41	41	21.65	0.00011	1.9e-08	1	0	
PIS50296.1_B8441_Cauris	760	795	755	795	PF15789.5	Hyr1	5	41	41	24.96	1.0e-05	1.7e-09	1	0	
PIS50296.1_B8441_Cauris	802	839	799	839	PF15789.5	Hyr1	4	41	41	25.09	9.3e-06	1.6e-09	1	0	
PIS50296.1_B8441_Cauris	891	927	887	927	PF15789.5	Hyr1	5	41	41	20.58	0.00024	4.0e-08	1	0	
PIS50296.1_B8441_Cauris	936	971	931	971	PF15789.5	Hyr1	5	41	41	26.35	3.8e-06	6.3e-10	1	0	
PIS50296.1_B8441_Cauris	980	1015	975	1015	PF15789.5	Hyr1	5	41	41	31.90	6.9e-08	1.2e-11	1	0	
PIS50296.1_B8441_Cauris	1024	1059	1019	1059	PF15789.5	Hyr1	6	41	41	29.42	4.1e-07	6.9e-11	1	0	
PIS50296.1_B8441_Cauris	1065	1103	1063	1103	PF15789.5	Hyr1	3	41	41	20.33	0.00029	4.8e-08	1	0	
PIS50296.1_B8441_Cauris	1113	1147	1107	1147	PF15789.5	Hyr1	6	41	41	24.58	1.3e-05	2.2e-09	1	0	
PIS50296.1_B8441_Cauris	1157	1191	1151	1191	PF15789.5	Hyr1	6	41	41	22.23	7.3e-05	1.2e-08	1	0	
PIS50296.1_B8441_Cauris	1241	1279	1239	1279	PF15789.5	Hyr1	3	41	41	23.42	3.1e-05	5.2e-09	1	0	
PIS50296.1_B8441_Cauris	1288	1323	1283	1323	PF15789.5	Hyr1	5	41	41	23.01	4.2e-05	7.0e-09	1	0	
PIS50296.1_B8441_Cauris	1329	1367	1327	1367	PF15789.5	Hyr1	3	41	41	27.84	1.3e-06	2.2e-10	1	0	
PIS50296.1_B8441_Cauris	1421	1455	1417	1455	PF15789.5	Hyr1	6	41	41	25.69	6.1e-06	1.0e-09	1	0	
