ID	length	Ser	Thr
XP_019330716.1	54	5	1
XP_019330717.1	278	29	17
XP_019330718.1	70	7	4
XP_019330719.1	131	6	7
XP_019330720.1	71	17	4
XP_019330721.1	151	14	6
XP_019330722.1	508	52	34
XP_019330723.1	132	9	13
XP_019330724.1	1504	105	63
XP_019330725.1	991	88	47
XP_019330726.1	111	8	5
XP_019330727.1	376	32	19
XP_019330728.1	99	13	6
XP_019330729.1	495	24	22
XP_019330730.1	374	21	16
XP_019330731.1	106	7	9
XP_019330732.1	660	44	67
XP_019330733.1	66	4	3
XP_019330734.1	78	5	4
XP_019330735.1	89	4	6
XP_019330736.1	372	14	20
XP_019330737.1	907	81	57
XP_019330738.1	281	29	15
XP_019330739.1	568	59	46
XP_019330740.1	64	4	2
XP_019330741.1	962	124	55
XP_019330742.1	223	18	8
XP_019330743.1	104	8	9
XP_019330744.1	85	13	4
XP_019330745.1	752	83	56
XP_019330746.1	61	7	4
XP_019330747.1	91	8	5
XP_019330748.1	95	12	5
XP_019330749.1	416	36	33
XP_019330750.1	371	22	21
XP_019330751.1	452	57	34
XP_019330752.1	260	30	20
XP_019330753.1	553	40	32
XP_019330754.1	453	17	30
XP_019330755.1	96	5	6
XP_019330756.1	191	9	11
XP_019330757.1	87	6	7
XP_019330758.1	842	46	45
XP_019330759.1	74	4	4
XP_019330760.1	150	10	10
XP_019330761.1	160	10	8
XP_019330762.1	189	9	6
XP_019330763.1	130	17	11
XP_019330764.1	74	8	3
XP_019330765.1	99	6	5
XP_019330766.1	218	16	13
XP_019330767.1	1247	129	84
XP_019330768.1	76	2	6
XP_019330769.1	263	21	20
XP_019330770.1	697	62	31
XP_019330771.1	95	4	7
XP_019330772.1	442	58	24
XP_019330773.1	210	15	7
XP_019330774.1	65	10	4
XP_019330775.1	314	14	18
XP_019330776.1	112	2	7
XP_019330777.1	84	5	3
XP_019330778.1	246	22	11
XP_019330779.1	347	28	17
XP_019330780.1	70	3	2
XP_019330781.1	107	9	4
XP_019330782.1	442	38	24
XP_019330783.1	888	78	58
XP_019330784.1	88	11	8
XP_019330785.1	366	48	24
XP_019330786.1	93	5	6
XP_019330787.1	61	1	4
XP_019330788.1	112	9	3
XP_019330789.1	108	9	5
XP_019330790.1	521	42	31
XP_019330791.1	414	39	36
XP_019330792.1	81	3	5
XP_019330793.1	68	5	2
XP_019330794.1	174	10	11
XP_019330795.1	201	32	12
XP_019330796.1	367	29	18
XP_019330797.1	445	39	20
XP_019330798.1	187	12	13
XP_019330799.1	98	9	5
XP_019330800.1	58	8	3
XP_019330801.1	118	4	7
XP_019330802.1	69	7	1
XP_019330803.1	380	50	14
XP_019330804.1	173	16	11
XP_019330805.1	456	45	9
XP_019330806.1	42	6	4
XP_019330807.1	39	8	4
XP_019330808.1	53	8	2
XP_019330809.1	60	2	1
XP_019330810.1	167	16	11
XP_019330811.1	170	11	14
XP_019330812.1	79	5	6
XP_019330813.1	989	89	49
XP_019330814.1	80	3	2
XP_019330815.1	60	6	11
XP_019330816.1	205	21	14
XP_019330817.1	263	13	3
XP_019330818.1	512	96	33
XP_019330819.1	181	19	10
XP_019330820.1	62	4	0
XP_019330821.1	1007	111	59
XP_019330822.1	82	6	7
XP_019330823.1	117	6	4
XP_019330824.1	687	81	53
XP_019330825.1	560	36	19
XP_019330826.1	69	6	4
XP_019330827.1	96	8	7
XP_019330828.1	74	8	3
XP_019330829.1	311	38	21
XP_019330830.1	175	10	15
XP_019330831.1	617	58	37
XP_019330832.1	128	12	4
XP_019330833.1	88	2	9
XP_019330834.1	443	60	22
XP_019330835.1	55	1	2
XP_019330836.1	341	33	10
XP_019330837.1	376	29	24
XP_019330838.1	760	89	46
XP_019330839.1	58	3	6
XP_019330840.1	801	58	52
XP_019330841.1	74	5	6
XP_019330842.1	417	45	18
XP_019330843.1	123	7	9
XP_019330844.1	309	31	23
XP_019330845.1	62	2	4
XP_019330846.1	70	3	1
XP_019330847.1	163	12	12
XP_019330848.1	77	3	4
XP_019330849.1	94	9	7
XP_019330850.1	217	27	12
XP_019330851.1	263	7	9
XP_019330852.1	249	11	8
XP_019330853.1	249	9	11
XP_019330854.1	71	4	2
XP_019330855.1	288	29	21
XP_019330856.1	135	3	7
XP_019330857.1	159	13	10
XP_019330858.1	96	8	2
XP_019330859.1	424	45	27
XP_019330860.1	294	23	20
XP_019330861.1	130	10	12
XP_019330862.1	160	13	7
XP_019330863.1	213	18	13
XP_019330864.1	542	64	24
XP_019330865.1	190	8	7
XP_019330866.1	227	14	9
XP_019330867.1	142	7	9
XP_019330868.1	267	21	12
XP_019330869.1	510	69	33
XP_019330870.1	120	4	8
XP_019330871.1	186	12	10
XP_019330872.1	185	4	12
XP_019330873.1	145	7	3
XP_019330874.1	261	14	19
XP_019330875.1	120	16	14
XP_019330876.1	412	16	20
XP_019330877.1	70	4	4
XP_019330878.1	196	11	10
XP_019330879.1	263	34	23
XP_019330880.1	165	9	12
XP_019330881.1	364	26	5
XP_019330882.1	112	7	9
XP_019330883.1	68	1	1
XP_019330884.1	296	21	21
XP_019330885.1	137	4	5
XP_019330886.1	577	77	36
XP_019330887.1	472	43	42
XP_019330888.1	192	18	14
XP_019330889.1	309	23	12
XP_019330890.1	486	31	27
XP_019330891.1	89	4	3
XP_019330892.1	1591	145	73
XP_019330893.1	250	21	19
XP_019330894.1	657	54	33
XP_019330895.1	487	31	27
XP_019330896.1	433	30	22
XP_019330897.1	504	23	33
XP_019330898.1	445	45	27
XP_019330899.1	434	26	25
XP_019330900.1	302	21	10
XP_019330901.1	93	10	4
XP_019330902.1	329	30	15
XP_019330903.1	52	3	2
XP_019330904.1	76	9	5
XP_019330905.1	236	9	13
XP_019330906.1	329	26	15
XP_019330907.1	92	7	0
XP_019330908.1	599	55	31
XP_019330909.1	92	3	10
XP_019330910.1	78	2	4
XP_019330911.1	91	7	5
XP_019330912.1	699	46	35
XP_019330913.1	154	8	12
XP_019330914.1	802	69	56
XP_019330915.1	237	17	14
XP_019330916.1	65	1	2
XP_019330917.1	72	2	3
XP_019330918.1	60	4	2
XP_019330919.1	66	0	2
XP_019330920.1	83	3	2
XP_019330921.1	146	16	24
XP_019330922.1	101	13	5
XP_019330923.1	71	7	7
XP_019330924.1	45	4	1
XP_019330925.1	94	14	5
XP_019330926.1	124	10	3
XP_019330927.1	91	2	9
XP_019330928.1	213	13	11
XP_019330929.1	106	11	7
XP_019330930.1	87	6	5
XP_019330931.1	73	1	4
XP_019330932.1	376	65	60
XP_019330933.1	82	7	5
XP_019330934.1	498	48	27
XP_019330935.1	88	5	5
XP_019330936.1	280	28	16
XP_019330937.1	149	13	9
XP_019330938.1	58	2	3
XP_019330939.1	205	12	19
XP_019330940.1	69	10	4
XP_019330941.1	98	7	6
XP_019330942.1	251	16	20
XP_019330943.1	149	17	6
XP_019330944.1	147	8	9
XP_019330945.1	93	11	8
XP_019330946.1	59	7	1
XP_019330947.1	80	7	4
XP_019330948.1	98	8	5
XP_019330949.1	97	13	4
XP_019330950.1	141	11	10
XP_019330951.1	347	21	20
XP_019330952.1	360	17	15
XP_019330953.1	91	9	7
XP_019330954.1	180	6	10
XP_019330955.1	218	30	13
XP_019330956.1	83	5	4
XP_019330957.1	155	10	12
XP_019330958.1	743	78	53
XP_019330959.1	210	24	11
XP_019330960.1	201	37	10
XP_019330961.1	54	5	1
XP_019330962.1	97	9	4
XP_019330963.1	643	61	51
XP_019330964.1	1709	187	104
XP_019330965.1	393	35	23
XP_019330966.1	146	12	7
XP_019330967.1	127	7	9
XP_019330968.1	95	6	4
XP_019330969.1	123	6	8
XP_019330970.1	71	5	5
XP_019330971.1	155	10	6
XP_019330972.1	85	12	5
XP_019330973.1	84	13	7
XP_019330974.1	347	18	23
XP_019330975.1	89	15	6
XP_019330976.1	313	24	14
XP_019330977.1	60	4	3
XP_019330978.1	89	9	4
XP_019330979.1	33	5	1
XP_019330980.1	92	6	11
XP_019330981.1	78	5	3
XP_019330982.1	140	8	9
XP_019330983.1	530	49	25
XP_019330984.1	81	3	4
XP_019330985.1	85	1	3
XP_019330986.1	86	9	5
XP_019330987.1	150	9	7
XP_019330988.1	151	17	4
XP_019330989.1	136	13	7
XP_019330990.1	542	42	29
XP_019330991.1	154	15	8
XP_019330992.1	587	67	38
XP_019330993.1	566	37	38
XP_019330994.1	279	22	17
XP_019330995.1	115	7	6
XP_019330996.1	219	14	11
XP_019330997.1	205	10	12
XP_019330998.1	38	1	0
XP_019330999.1	158	11	10
XP_019331000.1	168	9	8
XP_019331001.1	131	9	6
XP_019331002.1	510	49	28
XP_019331003.1	372	21	17
XP_019331004.1	152	10	7
XP_019331005.1	77	8	5
XP_019331006.1	142	7	13
XP_019331007.1	137	9	3
XP_019331008.1	190	10	13
XP_019331009.1	612	51	44
XP_019331010.1	932	109	68
XP_019331011.1	63	3	3
XP_019331012.1	309	27	24
XP_019331013.1	533	36	26
XP_019331014.1	369	42	14
XP_019331015.1	83	12	2
XP_019331016.1	83	2	4
XP_019331017.1	206	14	7
XP_019331018.1	552	45	38
XP_019331019.1	436	47	21
XP_019331020.1	549	51	35
XP_019331021.1	67	3	5
XP_019331022.1	86	6	4
XP_019331023.1	744	57	40
XP_019331024.1	145	4	9
XP_019331025.1	1094	128	69
XP_019331026.1	92	7	7
XP_019331027.1	317	31	26
XP_019331028.1	266	19	9
XP_019331029.1	88	3	4
XP_019331030.1	485	32	31
XP_019331031.1	90	6	5
XP_019331032.1	633	60	40
XP_019331033.1	65	10	3
XP_019331034.1	387	26	32
XP_019331035.1	261	20	7
XP_019331036.1	130	9	6
XP_019331037.1	614	49	40
XP_019331038.1	180	14	19
XP_019331039.1	99	2	2
XP_019331040.1	87	8	3
XP_019331041.1	179	17	6
XP_019331042.1	255	25	12
XP_019331043.1	570	43	32
XP_019331044.1	66	3	3
XP_019331045.1	80	6	5
XP_019331046.1	102	7	1
XP_019331047.1	63	4	6
XP_019331048.1	89	8	5
XP_019331049.1	296	15	24
XP_019331050.1	86	11	4
XP_019331051.1	54	7	2
XP_019331052.1	173	15	7
XP_019331053.1	98	9	7
XP_019331054.1	98	8	2
XP_019331055.1	294	31	15
XP_019331056.1	62	7	3
XP_019331057.1	95	14	9
XP_019331058.1	522	27	34
XP_019331059.1	623	43	28
XP_019331060.1	226	14	11
XP_019331061.1	182	10	11
XP_019331062.1	334	17	20
XP_019331063.1	248	21	11
XP_019331064.1	419	24	28
XP_019331065.1	562	29	31
XP_019331066.1	182	15	15
XP_019331067.1	149	7	6
XP_019331068.1	561	54	50
XP_019331069.1	143	7	10
XP_019331070.1	338	25	20
XP_019331071.1	463	37	27
XP_019331072.1	576	41	37
XP_019331073.1	562	46	27
XP_019331074.1	467	33	23
XP_019331075.1	63	4	4
XP_019331076.1	306	18	13
XP_019331077.1	216	21	7
XP_019331078.1	201	13	11
XP_019331079.1	96	6	6
XP_019331080.1	74	9	5
XP_019331081.1	129	12	3
XP_019331082.1	250	16	13
XP_019331083.1	95	4	2
XP_019331084.1	500	32	32
XP_019331085.1	88	7	4
XP_019331086.1	163	10	12
XP_019331087.1	469	38	21
XP_019331088.1	573	41	26
XP_019331089.1	91	8	7
XP_019331090.1	61	14	1
XP_019331091.1	184	15	9
XP_019331092.1	91	7	3
XP_019331093.1	246	20	14
XP_019331094.1	415	22	22
XP_019331095.1	340	28	16
XP_019331096.1	71	8	4
XP_019331097.1	74	9	7
XP_019331098.1	96	8	5
XP_019331099.1	125	16	9
XP_019331100.1	82	6	10
XP_019331101.1	64	13	7
XP_019331102.1	91	3	7
XP_019331103.1	77	6	3
XP_019331104.1	59	4	5
XP_019331105.1	108	8	1
XP_019331106.1	298	18	22
XP_019331107.1	161	9	9
XP_019331108.1	56	5	0
XP_019331109.1	110	9	6
XP_019331110.1	89	11	9
XP_019331111.1	87	10	7
XP_019331112.1	391	22	16
XP_019331113.1	448	32	27
XP_019331114.1	251	18	13
XP_019331115.1	924	64	41
XP_019331116.1	326	46	48
XP_019331117.1	97	16	6
XP_019331118.1	418	37	28
XP_019331119.1	167	10	9
XP_019331120.1	64	2	0
XP_019331121.1	147	13	7
XP_019331122.1	130	15	2
XP_019331123.1	381	15	29
XP_436573.1	188	30	17
XP_441044.2	255	33	12
XP_441049.1	328	33	26
XP_441054.1	295	19	12
XP_442666.1	529	59	27
XP_442675.2	356	27	20
XP_443225.2	382	18	16
XP_443374.1	196	16	11
XP_443846.2	1045	118	70
XP_709938.2	731	89	50
XP_709939.1	844	70	39
XP_709940.1	435	45	24
XP_709941.2	444	30	17
XP_709942.2	164	10	9
XP_709943.1	216	21	17
XP_709944.1	394	33	23
XP_709945.1	304	25	20
XP_709946.2	449	29	14
XP_709947.2	336	30	18
XP_709948.2	500	39	40
XP_709949.1	581	50	44
XP_709950.1	137	11	13
XP_709951.2	543	32	26
XP_709952.1	861	70	56
XP_709954.2	406	28	27
XP_709957.1	844	75	60
XP_709958.1	357	22	22
XP_709961.2	634	86	97
XP_709962.2	771	95	39
XP_709963.2	990	65	46
XP_709964.2	586	41	27
XP_709965.2	656	64	36
XP_709966.2	721	112	116
XP_709974.1	162	18	8
XP_709975.2	350	35	21
XP_709982.1	269	39	4
XP_709983.2	569	56	39
XP_710000.1	308	19	20
XP_710002.1	255	26	11
XP_710009.2	201	51	6
XP_710010.2	331	24	15
XP_710014.2	512	95	38
XP_710017.2	344	22	12
XP_710018.2	321	20	20
XP_710021.2	972	67	35
XP_710023.2	366	45	27
XP_710024.2	602	47	25
XP_710028.2	325	17	20
XP_710034.2	705	44	38
XP_710035.2	258	24	12
XP_710041.1	231	19	9
XP_710053.2	446	43	29
XP_710056.2	770	62	34
XP_710060.2	1119	64	74
XP_710069.2	811	52	34
XP_710070.2	133	14	2
XP_710072.1	906	50	54
XP_710080.1	592	49	27
XP_710084.1	201	14	10
XP_710085.1	369	35	26
XP_710086.2	568	61	57
XP_710087.2	598	67	28
XP_710091.2	616	64	37
XP_710092.2	822	62	48
XP_710103.2	584	51	31
XP_710105.2	696	47	30
XP_710107.2	353	56	19
XP_710112.2	579	51	30
XP_710114.2	316	28	9
XP_710115.2	1566	140	83
XP_710120.2	2142	194	150
XP_710121.1	215	12	15
XP_710122.1	329	18	18
XP_710123.2	593	47	28
XP_710124.1	402	20	18
XP_710125.1	252	28	19
XP_710126.1	409	29	14
XP_710133.2	107	10	6
XP_710134.2	169	8	11
XP_710146.1	397	25	17
XP_710147.2	716	59	36
XP_710148.2	458	19	33
XP_710157.2	354	10	14
XP_710160.1	171	4	9
XP_710161.1	215	22	11
XP_710162.1	279	20	14
XP_710163.1	286	14	22
XP_710164.1	346	36	28
XP_710172.2	735	70	50
XP_710173.1	386	33	22
XP_710174.1	515	28	25
XP_710175.2	239	33	17
XP_710176.2	472	37	31
XP_710182.2	590	33	27
XP_710184.2	1287	146	83
XP_710190.2	384	23	17
XP_710191.1	362	45	34
XP_710192.2	452	59	28
XP_710193.2	357	58	33
XP_710195.2	1036	101	54
XP_710203.2	811	64	42
XP_710204.2	586	52	33
XP_710207.2	262	31	20
XP_710208.2	814	79	60
XP_710209.2	111	13	9
XP_710210.1	403	36	25
XP_710211.2	413	36	29
XP_710215.1	894	158	68
XP_710220.2	245	35	13
XP_710221.2	994	69	61
XP_710223.2	959	76	40
XP_710224.1	845	46	30
XP_710233.1	146	11	9
XP_710234.1	332	19	16
XP_710235.2	204	19	17
XP_710236.2	184	13	8
XP_710254.2	1387	128	93
XP_710255.2	134	13	2
XP_710256.1	100	5	6
XP_710261.1	508	45	27
XP_710262.2	512	95	36
XP_710272.1	352	20	21
XP_710275.2	378	25	20
XP_710276.1	660	48	19
XP_710277.1	153	10	3
XP_710279.2	798	107	56
XP_710282.2	1608	148	85
XP_710284.1	412	48	19
XP_710286.2	434	36	21
XP_710294.2	710	47	48
XP_710295.1	285	15	18
XP_710296.1	207	21	15
XP_710306.1	407	39	32
XP_710307.1	361	18	17
XP_710308.1	371	37	18
XP_710310.2	3826	374	203
XP_710311.1	456	30	18
XP_710312.1	702	36	43
XP_710314.1	275	15	10
XP_710315.1	139	7	10
XP_710316.2	341	38	21
XP_710317.1	631	45	44
XP_710318.2	1149	81	62
XP_710321.1	608	45	62
XP_710330.1	225	11	9
XP_710332.2	348	25	21
XP_710334.2	336	35	22
XP_710335.2	800	53	52
XP_710339.2	282	13	13
XP_710340.2	208	17	13
XP_710342.2	792	57	40
XP_710344.2	415	30	32
XP_710366.1	199	9	13
XP_710367.1	288	25	36
XP_710368.2	519	68	28
XP_710369.1	435	25	20
XP_710371.2	416	39	26
XP_710372.1	246	30	16
XP_710373.2	860	101	73
XP_710374.1	317	25	15
XP_710375.2	345	27	20
XP_710376.2	389	32	33
XP_710377.1	671	32	33
XP_710393.2	228	32	14
XP_710395.2	222	19	13
XP_710396.1	860	103	54
XP_710397.2	607	55	24
XP_710399.2	879	98	56
XP_710400.2	275	30	20
XP_710402.1	122	17	15
XP_710403.1	279	20	16
XP_710404.1	177	21	9
XP_710406.2	741	63	22
XP_710408.1	314	20	13
XP_710409.1	200	32	12
XP_710411.2	789	105	37
XP_710423.2	720	125	72
XP_710425.2	2100	212	531
XP_710427.2	1083	64	67
XP_710432.2	811	79	44
XP_710433.2	1927	166	93
XP_710434.1	245	21	18
XP_710435.2	1155	127	271
XP_710436.2	718	75	60
XP_710437.2	484	63	40
XP_710439.2	1086	188	56
XP_710440.2	474	50	33
XP_710441.2	2500	219	160
XP_710443.2	858	84	56
XP_710472.2	717	80	47
XP_710475.2	207	23	14
XP_710476.2	384	54	35
XP_710478.2	208	12	13
XP_710479.2	447	45	32
XP_710480.2	567	40	25
XP_710482.1	381	18	23
XP_710485.2	177	17	7
XP_710488.1	556	52	40
XP_710489.2	176	10	9
XP_710490.2	660	52	41
XP_710492.2	108	9	17
XP_710493.1	281	25	14
XP_710494.2	152	10	10
XP_710495.2	745	45	58
XP_710497.1	261	21	20
XP_710498.1	197	13	19
XP_710499.1	122	7	3
XP_710500.1	361	71	24
XP_710504.1	872	161	129
XP_710505.2	174	10	9
XP_710507.2	113	15	4
XP_710509.2	360	42	16
XP_710510.1	244	26	21
XP_710511.1	543	38	27
XP_710512.2	138	3	8
XP_710513.1	132	8	6
XP_710514.1	706	38	34
XP_710515.1	200	12	16
XP_710517.1	220	16	7
XP_710518.1	311	22	15
XP_710520.1	402	27	16
XP_710521.1	532	40	30
XP_710522.2	547	38	27
XP_710523.2	232	13	10
XP_710527.1	269	15	22
XP_710528.1	169	10	9
XP_710529.1	254	11	16
XP_710530.1	245	31	20
XP_710532.1	955	131	77
XP_710533.1	627	47	38
XP_710534.2	1100	142	93
XP_710535.1	475	42	27
XP_710536.1	236	20	5
XP_710539.2	422	32	28
XP_710540.2	1440	106	78
XP_710541.2	307	30	15
XP_710542.2	592	55	45
XP_710543.1	357	45	24
XP_710545.1	488	35	24
XP_710547.2	755	79	65
XP_710548.2	585	58	33
XP_710561.2	510	60	39
XP_710564.2	446	25	28
XP_710565.1	447	31	33
XP_710567.1	878	67	34
XP_710569.2	400	41	23
XP_710570.2	440	30	28
XP_710571.2	443	31	27
XP_710595.2	1022	89	80
XP_710597.2	268	20	13
XP_710598.2	809	79	44
XP_710600.2	145	21	1
XP_710601.1	154	6	8
XP_710602.2	670	72	36
XP_710605.2	361	30	17
XP_710606.1	344	29	22
XP_710607.2	493	55	17
XP_710610.2	471	30	20
XP_710611.1	222	16	8
XP_710612.2	473	60	41
XP_710613.2	368	47	28
XP_710615.2	816	70	42
XP_710617.1	324	31	17
XP_710618.1	891	102	76
XP_710619.2	567	57	32
XP_710620.2	278	20	14
XP_710621.1	535	60	26
XP_710637.2	770	82	37
XP_710638.1	165	15	12
XP_710642.2	816	75	61
XP_710644.1	211	18	14
XP_710646.1	996	73	54
XP_710647.2	716	53	35
XP_710648.2	293	20	16
XP_710649.2	892	97	61
XP_710650.1	265	18	18
XP_710660.2	451	30	35
XP_710661.1	109	3	7
XP_710662.2	221	25	4
XP_710663.1	102	4	7
XP_710664.2	2325	200	140
XP_710666.2	931	115	83
XP_710668.2	380	54	29
XP_710678.2	288	32	12
XP_710679.2	448	31	22
XP_710681.2	709	96	50
XP_710682.1	389	20	28
XP_710686.2	910	76	50
XP_710700.2	316	25	18
XP_710701.1	401	29	17
XP_710703.2	990	102	64
XP_710705.2	291	38	19
XP_710706.1	888	85	45
XP_710709.1	131	12	4
XP_710710.2	1100	128	64
XP_710712.1	516	48	34
XP_710713.1	366	17	15
XP_710714.1	110	9	10
XP_710716.1	597	52	40
XP_710717.1	479	35	17
XP_710718.2	910	64	44
XP_710719.2	634	82	60
XP_710720.2	451	34	25
XP_710721.1	238	10	14
XP_710723.2	1665	124	99
XP_710725.2	422	50	35
XP_710728.2	426	42	21
XP_710729.1	370	32	21
XP_710730.2	267	23	14
XP_710731.2	371	42	16
XP_710732.2	575	52	39
XP_710733.2	885	78	53
XP_710744.1	402	28	30
XP_710745.1	150	17	7
XP_710746.1	993	93	62
XP_710747.1	226	29	14
XP_710748.1	386	31	20
XP_710749.1	629	67	45
XP_710750.1	638	64	45
XP_710751.1	124	5	11
XP_710785.1	220	18	10
XP_710786.2	640	47	41
XP_710787.1	114	9	7
XP_710788.2	475	47	32
XP_710789.1	446	50	29
XP_710791.1	912	87	55
XP_710792.2	178	16	16
XP_710793.2	458	41	34
XP_710794.2	759	78	42
XP_710795.2	1393	157	89
XP_710797.2	1339	85	78
XP_710798.2	282	35	21
XP_710800.2	816	65	44
XP_710801.1	494	40	33
XP_710802.1	1157	73	59
XP_710803.2	621	85	31
XP_710804.1	578	58	35
XP_710805.1	714	57	36
XP_710806.1	930	70	53
XP_710807.1	878	88	53
XP_710834.2	366	23	14
XP_710836.2	1660	104	76
XP_710837.1	363	31	21
XP_710838.1	167	8	14
XP_710843.2	798	83	54
XP_710844.2	465	31	20
XP_710845.1	301	20	22
XP_710846.2	377	31	12
XP_710847.2	446	32	29
XP_710861.2	661	57	29
XP_710862.2	1363	119	78
XP_710863.2	519	59	37
XP_710864.2	377	26	20
XP_710865.2	654	51	23
XP_710866.2	324	28	18
XP_710867.2	580	44	36
XP_710869.2	786	57	40
XP_710870.2	382	13	19
XP_710873.2	843	124	64
XP_710874.1	913	60	58
XP_710875.2	309	48	27
XP_710876.2	741	57	36
XP_710877.2	623	67	40
XP_710878.2	452	39	30
XP_710879.1	349	26	20
XP_710912.1	545	78	36
XP_710913.2	481	38	32
XP_710914.1	509	26	23
XP_710915.2	426	22	26
XP_710917.2	771	76	35
XP_710918.2	577	74	35
XP_710919.2	433	20	36
XP_710921.2	814	72	49
XP_710922.1	698	70	31
XP_710923.1	353	25	15
XP_710924.2	298	23	23
XP_710925.1	298	28	18
XP_710927.2	301	22	13
XP_710928.1	850	92	56
XP_710929.1	335	41	18
XP_710931.1	207	14	18
XP_710932.1	479	40	32
XP_710933.1	108	10	5
XP_710934.1	331	24	21
XP_710935.1	230	20	18
XP_710936.1	436	57	21
XP_710938.1	710	57	41
XP_710939.2	88	11	6
XP_710940.1	152	9	13
XP_710941.1	307	23	16
XP_710942.1	354	32	28
XP_710944.1	105	15	14
XP_710945.2	237	20	7
XP_710946.1	362	21	19
XP_710947.1	169	11	9
XP_710949.1	104	11	3
XP_710950.2	212	31	17
XP_710952.2	559	59	42
XP_710953.1	825	103	62
XP_710954.2	494	37	31
XP_710955.1	129	9	2
XP_710956.2	834	97	64
XP_710957.2	487	39	29
XP_710958.2	601	71	33
XP_710959.1	201	10	10
XP_710986.2	1316	98	91
XP_710989.2	541	35	38
XP_710991.1	1527	98	71
XP_710992.1	585	43	41
XP_710993.2	515	49	34
XP_710995.2	1415	142	109
XP_710998.2	1512	107	89
XP_710999.1	323	17	21
XP_711002.2	827	67	46
XP_711004.2	1078	85	57
XP_711005.1	892	83	61
XP_711006.2	637	61	34
XP_711008.2	503	32	32
XP_711043.2	606	67	32
XP_711044.1	433	35	28
XP_711045.2	612	52	28
XP_711046.1	398	11	21
XP_711047.1	398	40	30
XP_711049.1	400	23	17
XP_711050.2	728	55	26
XP_711051.1	149	28	7
XP_711052.1	196	25	12
XP_711053.1	615	69	43
XP_711054.1	247	15	9
XP_711070.1	374	33	18
XP_711071.2	1558	172	91
