ID	length	Ser	Thr
XP_028888077.1	377	15	23
XP_028888078.1	526	35	31
XP_028888079.1	577	33	25
XP_028888080.1	489	42	22
XP_028888081.1	128	6	5
XP_028888082.1	375	20	20
XP_028888083.1	144	10	12
XP_028888084.1	631	56	36
XP_028888085.1	331	18	12
XP_028888086.1	268	29	23
XP_028888087.1	284	16	12
XP_028888088.1	281	22	7
XP_028888089.1	737	42	42
XP_028888090.1	1172	104	69
XP_028888091.1	257	20	20
XP_028888092.1	334	23	17
XP_028888093.1	212	13	11
XP_028888094.1	315	18	14
XP_028888095.1	558	54	22
XP_028888096.1	438	96	24
XP_028888097.1	320	19	17
XP_028888098.1	1161	99	81
XP_028888099.1	257	26	19
XP_028888100.1	374	25	24
XP_028888101.1	229	21	12
XP_028888102.1	937	98	48
XP_028888103.1	496	46	24
XP_028888104.1	538	34	19
XP_028888105.1	430	21	24
XP_028888106.1	474	59	28
XP_028888107.1	416	35	13
XP_028888108.1	185	7	11
XP_028888109.1	212	17	15
XP_028888110.1	388	28	27
XP_028888111.1	681	41	37
XP_028888112.1	161	14	5
XP_028888113.1	217	13	7
XP_028888114.1	629	66	36
XP_028888115.1	524	48	21
XP_028888116.1	414	27	21
XP_028888117.1	2659	273	133
XP_028888118.1	929	75	46
XP_028888119.1	837	117	47
XP_028888120.1	129	9	6
XP_028888121.1	308	21	16
XP_028888122.1	274	18	16
XP_028888123.1	317	32	8
XP_028888124.1	125	13	2
XP_028888125.1	743	53	36
XP_028888126.1	368	28	21
XP_028888127.1	683	49	40
XP_028888128.1	673	78	24
XP_028888129.1	263	19	15
XP_028888130.1	416	32	16
XP_028888131.1	318	22	21
XP_028888132.1	1074	109	42
XP_028888133.1	191	29	7
XP_028888134.1	723	48	41
XP_028888135.1	890	81	40
XP_028888136.1	1187	98	54
XP_028888137.1	577	41	22
XP_028888138.1	230	16	9
XP_028888139.1	77	2	2
XP_028888140.1	458	29	15
XP_028888141.1	439	39	30
XP_028888142.1	1729	276	102
XP_028888143.1	403	36	17
XP_028888144.1	361	26	24
XP_028888145.1	570	35	32
XP_028888146.1	120	9	10
XP_028888147.1	747	57	42
XP_028888148.1	324	31	12
XP_028888149.1	188	26	10
XP_028888150.1	1288	205	96
XP_028888151.1	149	19	10
XP_028888152.1	306	29	13
XP_028888153.1	423	32	20
XP_028888154.1	619	88	43
XP_028888155.1	780	54	62
XP_028888156.1	93	13	5
XP_028888157.1	428	31	15
XP_028888158.1	336	24	13
XP_028888159.1	197	13	4
XP_028888160.1	182	17	6
XP_028888161.1	969	74	48
XP_028888162.1	355	22	17
XP_028888163.1	167	9	12
XP_028888164.1	126	7	5
XP_028888165.1	501	29	27
XP_028888166.1	400	35	27
XP_028888167.1	1105	83	44
XP_028888168.1	396	22	29
XP_028888169.1	238	21	9
XP_028888170.1	1452	150	81
XP_028888171.1	404	34	27
XP_028888172.1	135	10	10
XP_028888173.1	236	28	18
XP_028888174.1	415	48	23
XP_028888175.1	228	17	10
XP_028888176.1	224	24	14
XP_028888177.1	296	25	17
XP_028888178.1	178	11	9
XP_028888179.1	1194	149	59
XP_028888180.1	298	14	15
XP_028888181.1	207	15	9
XP_028888182.1	171	4	7
XP_028888183.1	292	13	16
XP_028888184.1	286	16	22
XP_028888185.1	850	77	44
XP_028888186.1	889	89	49
XP_028888187.1	745	63	34
XP_028888188.1	549	59	32
XP_028888189.1	591	77	34
XP_028888190.1	1192	77	78
XP_028888191.1	1156	76	54
XP_028888192.1	864	73	39
XP_028888193.1	499	41	33
XP_028888194.1	176	17	7
XP_028888195.1	537	39	19
XP_028888196.1	439	31	23
XP_028888197.1	217	30	17
XP_028888198.1	276	21	9
XP_028888199.1	780	76	26
XP_028888200.1	742	56	36
XP_028888201.1	454	51	28
XP_028888202.1	327	27	9
XP_028888203.1	946	51	51
XP_028888204.1	569	45	27
XP_028888205.1	180	19	9
XP_028888206.1	268	31	6
XP_028888207.1	222	20	15
XP_028888208.1	410	15	21
XP_028888209.1	252	24	17
XP_028888210.1	837	72	40
XP_028888211.1	618	53	26
XP_028888212.1	508	34	29
XP_028888213.1	522	31	24
XP_028888214.1	258	20	9
XP_028888215.1	262	25	8
XP_028888216.1	204	24	10
XP_028888217.1	496	38	19
XP_028888218.1	282	27	21
XP_028888219.1	270	26	16
XP_028888220.1	167	9	9
XP_028888221.1	821	59	40
XP_028888222.1	215	16	8
XP_028888223.1	296	27	10
XP_028888224.1	130	12	6
XP_028888225.1	130	15	10
XP_028888226.1	1005	82	56
XP_028888227.1	147	9	7
XP_028888228.1	231	19	13
XP_028888229.1	208	10	10
XP_028888230.1	254	10	13
XP_028888231.1	421	27	23
XP_028888232.1	67	3	3
XP_028888233.1	259	10	10
XP_028888234.1	294	33	11
XP_028888235.1	949	86	59
XP_028888236.1	294	23	21
XP_028888237.1	486	48	20
XP_028888238.1	781	81	42
XP_028888239.1	294	32	12
XP_028888240.1	271	25	16
XP_028888241.1	362	18	19
XP_028888242.1	495	55	17
XP_028888243.1	340	23	20
XP_028888244.1	151	28	5
XP_028888245.1	478	36	27
XP_028888246.1	764	96	41
XP_028888247.1	196	15	7
XP_028888248.1	591	43	33
XP_028888249.1	455	27	28
XP_028888250.1	89	4	3
XP_028888251.1	496	31	30
XP_028888252.1	575	56	31
XP_028888253.1	701	87	58
XP_028888254.1	339	25	23
XP_028888255.1	410	31	17
XP_028888256.1	112	6	4
XP_028888257.1	239	10	15
XP_028888258.1	357	15	15
XP_028888259.1	603	37	37
XP_028888260.1	323	35	23
XP_028888261.1	519	70	28
XP_028888262.1	345	18	21
XP_028888263.1	523	38	28
XP_028888264.1	626	44	21
XP_028888265.1	400	25	20
XP_028888266.1	95	8	0
XP_028888267.1	1045	99	49
XP_028888268.1	146	15	7
XP_028888269.1	521	44	32
XP_028888270.1	651	64	34
XP_028888271.1	280	23	19
XP_028888272.1	220	20	11
XP_028888273.1	219	19	14
XP_028888274.1	173	12	8
XP_028888275.1	208	26	8
XP_028888276.1	117	6	5
XP_028888277.1	297	38	15
XP_028888278.1	391	47	12
XP_028888279.1	1178	69	66
XP_028888280.1	128	14	9
XP_028888281.1	145	12	8
XP_028888282.1	285	17	13
XP_028888283.1	810	131	55
XP_028888284.1	497	54	39
XP_028888285.1	362	28	18
XP_028888286.1	565	48	35
XP_028888287.1	357	25	16
XP_028888288.1	1046	124	62
XP_028888289.1	1542	166	74
XP_028888290.1	1276	114	65
XP_028888291.1	519	57	38
XP_028888292.1	433	47	23
XP_028888293.1	1406	129	78
XP_028888294.1	777	85	42
XP_028888295.1	747	82	35
XP_028888296.1	1020	92	52
XP_028888297.1	1297	113	70
XP_028888298.1	813	73	39
XP_028888299.1	658	81	35
XP_028888300.1	516	61	23
XP_028888301.1	208	17	12
XP_028888302.1	469	35	23
XP_028888303.1	472	38	32
XP_028888304.1	289	26	13
XP_028888305.1	323	26	19
XP_028888306.1	150	14	7
XP_028888307.1	186	10	11
XP_028888308.1	430	38	25
XP_028888309.1	849	82	55
XP_028888310.1	374	28	22
XP_028888311.1	1113	131	54
XP_028888312.1	360	30	17
XP_028888313.1	121	9	6
XP_028888314.1	757	94	46
XP_028888315.1	686	51	31
XP_028888316.1	357	26	17
XP_028888317.1	334	41	15
XP_028888318.1	259	25	14
XP_028888319.1	674	77	31
XP_028888320.1	226	19	10
XP_028888321.1	442	35	23
XP_028888322.1	452	54	22
XP_028888323.1	463	36	20
XP_028888324.1	304	17	15
XP_028888325.1	333	40	24
XP_028888326.1	1270	123	75
XP_028888327.1	411	32	33
XP_028888328.1	260	22	16
XP_028888329.1	699	64	35
XP_028888330.1	85	9	7
XP_028888331.1	510	54	33
XP_028888332.1	373	30	18
XP_028888333.1	498	59	34
XP_028888334.1	745	67	35
XP_028888335.1	562	51	56
XP_028888336.1	91	7	6
XP_028888337.1	780	92	29
XP_028888338.1	271	23	15
XP_028888339.1	310	49	38
XP_028888340.1	1054	115	46
XP_028888341.1	470	34	33
XP_028888342.1	217	61	11
XP_028888343.1	975	103	54
XP_028888344.1	413	22	18
XP_028888345.1	345	28	12
XP_028888346.1	419	46	18
XP_028888347.1	584	38	27
XP_028888348.1	631	60	40
XP_028888349.1	364	37	21
XP_028888350.1	554	61	30
XP_028888351.1	1180	156	85
XP_028888352.1	1528	138	80
XP_028888353.1	110	9	5
XP_028888354.1	241	35	14
XP_028888355.1	352	27	23
XP_028888356.1	115	5	7
XP_028888357.1	567	54	29
XP_028888358.1	322	22	18
XP_028888359.1	820	73	58
XP_028888360.1	174	13	8
XP_028888361.1	414	26	14
XP_028888362.1	376	36	18
XP_028888363.1	381	45	21
XP_028888364.1	598	64	28
XP_028888365.1	587	41	20
XP_028888366.1	199	13	11
XP_028888367.1	460	50	24
XP_028888368.1	134	11	2
XP_028888369.1	826	127	40
XP_028888370.1	274	31	12
XP_028888371.1	183	10	5
XP_028888372.1	461	29	21
XP_028888373.1	688	103	52
XP_028888374.1	708	69	35
XP_028888375.1	315	35	26
XP_028888376.1	462	39	26
XP_028888377.1	180	6	5
XP_028888378.1	122	10	8
XP_028888379.1	435	31	28
XP_028888380.1	100	2	8
XP_028888381.1	224	10	12
XP_028888382.1	245	17	15
XP_028888383.1	537	32	29
XP_028888384.1	292	12	15
XP_028888385.1	989	98	65
XP_028888386.1	733	105	46
XP_028888387.1	120	10	5
XP_028888388.1	448	46	23
XP_028888389.1	304	16	19
XP_028888390.1	435	92	17
XP_028888391.1	303	54	11
XP_028888392.1	349	27	18
XP_028888393.1	604	44	33
XP_028888394.1	626	69	29
XP_028888395.1	591	66	30
XP_028888396.1	264	18	14
XP_028888397.1	838	82	43
XP_028888398.1	337	33	15
XP_028888399.1	71	8	3
XP_028888400.1	149	5	9
XP_028888401.1	365	28	16
XP_028888402.1	794	96	38
XP_028888403.1	707	80	48
XP_028888404.1	695	36	24
XP_028888405.1	99	3	2
XP_028888406.1	472	71	34
XP_028888407.1	696	80	48
XP_028888408.1	165	11	8
XP_028888409.1	400	45	19
XP_028888410.1	735	60	39
XP_028888411.1	396	9	21
XP_028888412.1	375	17	19
XP_028888413.1	1146	81	58
XP_028888414.1	775	72	35
XP_028888415.1	474	61	21
XP_028888416.1	518	41	23
XP_028888417.1	924	134	79
XP_028888418.1	678	69	33
XP_028888419.1	654	66	33
XP_028888420.1	285	28	15
XP_028888421.1	95	4	4
XP_028888422.1	963	77	59
XP_028888423.1	89	7	5
XP_028888424.1	988	71	58
XP_028888425.1	378	47	17
XP_028888426.1	154	14	9
XP_028888427.1	1054	107	49
XP_028888428.1	932	83	52
XP_028888429.1	610	71	26
XP_028888430.1	390	57	31
XP_028888431.1	565	48	23
XP_028888432.1	268	17	17
XP_028888433.1	468	42	19
XP_028888434.1	283	19	12
XP_028888435.1	473	38	22
XP_028888436.1	600	33	28
XP_028888437.1	771	56	29
XP_028888438.1	541	48	36
XP_028888439.1	410	32	13
XP_028888440.1	290	16	10
XP_028888441.1	863	60	44
XP_028888442.1	148	7	10
XP_028888443.1	207	21	10
XP_028888444.1	570	41	24
XP_028888445.1	557	54	34
XP_028888446.1	401	43	21
XP_028888447.1	959	154	88
XP_028888448.1	462	37	17
XP_028888449.1	568	46	36
XP_028888450.1	274	20	14
XP_028888451.1	767	88	32
XP_028888452.1	149	9	10
XP_028888453.1	2575	246	125
XP_028888454.1	165	12	6
XP_028888455.1	385	31	8
XP_028888456.1	609	65	40
XP_028888457.1	157	9	10
XP_028888458.1	413	37	20
XP_028888459.1	704	65	31
XP_028888460.1	326	26	9
XP_028888461.1	1252	106	71
XP_028888462.1	92	5	9
XP_028888463.1	606	45	34
XP_028888464.1	618	97	35
XP_028888465.1	364	28	24
XP_028888466.1	1481	151	91
XP_028888467.1	150	9	9
XP_028888468.1	377	41	28
XP_028888469.1	248	13	16
XP_028888470.1	122	18	5
XP_028888471.1	559	54	39
XP_028888472.1	750	80	36
XP_028888473.1	621	59	37
XP_028888474.1	423	31	26
XP_028888475.1	262	28	13
XP_028888476.1	3805	285	192
XP_028888477.1	214	14	12
XP_028888478.1	607	67	33
XP_028888479.1	177	14	17
XP_028888480.1	303	12	17
XP_028888481.1	643	52	33
XP_028888482.1	1672	150	86
XP_028888483.1	567	55	27
XP_028888484.1	293	20	20
XP_028888485.1	648	57	36
XP_028888486.1	132	9	7
XP_028888487.1	350	41	20
XP_028888488.1	343	31	16
XP_028888489.1	569	69	23
XP_028888490.1	165	16	15
XP_028888491.1	537	60	39
XP_028888492.1	989	102	37
XP_028888493.1	710	55	35
XP_028888494.1	472	45	27
XP_028888495.1	86	2	3
XP_028888496.1	536	44	36
XP_028888497.1	988	87	52
XP_028888498.1	368	24	21
XP_028888499.1	255	44	16
XP_028888500.1	1264	92	73
XP_028888501.1	312	24	8
XP_028888502.1	160	14	6
XP_028888503.1	641	73	26
XP_028888504.1	1561	146	76
XP_028888505.1	101	8	5
XP_028888506.1	725	59	38
XP_028888507.1	239	36	11
XP_028888508.1	1000	86	64
XP_028888509.1	317	29	6
XP_028888510.1	329	30	11
XP_028888511.1	820	89	40
XP_028888512.1	389	40	25
XP_028888513.1	238	14	9
XP_028888514.1	321	29	17
XP_028888515.1	312	23	16
XP_028888516.1	477	30	23
XP_028888517.1	446	28	26
XP_028888518.1	94	7	5
XP_028888519.1	631	80	37
XP_028888520.1	327	30	15
XP_028888521.1	547	36	28
XP_028888522.1	555	42	19
XP_028888523.1	202	21	14
XP_028888524.1	848	85	53
XP_028888525.1	311	29	16
XP_028888526.1	457	45	32
XP_028888527.1	315	37	26
XP_028888528.1	568	55	25
XP_028888529.1	417	28	15
XP_028888530.1	172	9	8
XP_028888531.1	218	14	11
XP_028888532.1	366	28	25
XP_028888533.1	1061	111	52
XP_028888534.1	161	15	6
XP_028888535.1	250	18	9
XP_028888536.1	383	33	22
XP_028888537.1	602	47	38
XP_028888538.1	434	43	21
XP_028888539.1	251	15	10
XP_028888540.1	139	10	8
XP_028888541.1	133	18	21
XP_028888542.1	306	16	10
XP_028888543.1	849	74	36
XP_028888544.1	493	54	25
XP_028888545.1	1085	94	62
XP_028888546.1	348	54	15
XP_028888547.1	304	52	15
XP_028888548.1	681	45	29
XP_028888549.1	357	19	23
XP_028888550.1	304	26	9
XP_028888551.1	527	47	38
XP_028888552.1	187	23	8
XP_028888553.1	96	7	5
XP_028888554.1	565	71	37
XP_028888555.1	1046	83	49
XP_028888556.1	233	9	10
XP_028888557.1	489	60	23
XP_028888558.1	567	46	32
XP_028888559.1	492	33	29
XP_028888560.1	216	18	12
XP_028888561.1	416	29	19
XP_028888562.1	628	40	38
XP_028888563.1	413	27	21
XP_028888564.1	249	12	10
XP_028888565.1	524	38	22
XP_028888566.1	301	25	21
XP_028888567.1	509	39	30
XP_028888568.1	430	35	28
XP_028888569.1	489	49	24
XP_028888570.1	210	21	10
XP_028888571.1	907	90	43
XP_028888572.1	1080	103	65
XP_028888573.1	733	64	28
XP_028888574.1	160	9	6
XP_028888575.1	124	10	7
XP_028888576.1	1114	118	61
XP_028888577.1	738	55	45
XP_028888578.1	490	21	28
XP_028888579.1	273	29	11
XP_028888580.1	1442	110	76
XP_028888581.1	478	36	23
XP_028888582.1	765	53	35
XP_028888583.1	375	28	23
XP_028888584.1	300	25	24
XP_028888585.1	1114	107	51
XP_028888586.1	855	44	44
XP_028888587.1	312	17	16
XP_028888588.1	1612	169	94
XP_028888589.1	425	32	27
XP_028888590.1	328	24	23
XP_028888591.1	126	12	4
XP_028888592.1	528	27	28
XP_028888593.1	462	52	24
XP_028888594.1	454	36	23
XP_028888595.1	281	15	9
XP_028888596.1	462	104	27
XP_028888597.1	277	16	9
XP_028888598.1	429	21	17
XP_028888599.1	561	57	21
XP_028888600.1	454	40	21
XP_028888601.1	493	36	21
XP_028888602.1	494	35	22
XP_028888603.1	513	39	23
XP_028888604.1	149	9	7
XP_028888605.1	537	139	47
XP_028888606.1	614	61	33
XP_028888607.1	541	44	27
XP_028888608.1	845	77	68
XP_028888609.1	123	11	8
XP_028888610.1	507	44	24
XP_028888611.1	1704	284	388
XP_028888612.1	456	50	17
XP_028888613.1	540	33	26
XP_028888614.1	623	48	47
XP_028888615.1	379	29	24
XP_028888616.1	287	22	17
XP_028888617.1	721	56	33
XP_028888618.1	476	21	20
XP_028888619.1	473	32	28
XP_028888620.1	525	55	17
XP_028888621.1	566	29	33
XP_028888622.1	572	68	29
XP_028888623.1	465	40	30
XP_028888624.1	891	118	55
XP_028888625.1	506	40	33
XP_028888626.1	465	44	31
XP_028888627.1	230	15	18
XP_028888628.1	1538	138	89
XP_028888629.1	479	31	22
XP_028888630.1	129	7	3
XP_028888631.1	407	27	20
XP_028888632.1	413	36	14
XP_028888633.1	149	27	12
XP_028888634.1	604	49	28
XP_028888635.1	836	50	36
XP_028888636.1	238	18	11
XP_028888637.1	455	51	27
XP_028888638.1	432	49	22
XP_028888639.1	382	30	24
XP_028888640.1	94	34	3
XP_028888641.1	259	18	12
XP_028888642.1	912	96	53
XP_028888643.1	312	33	16
XP_028888644.1	196	20	9
XP_028888645.1	747	69	40
XP_028888646.1	231	21	15
XP_028888647.1	367	26	23
XP_028888648.1	1068	131	48
XP_028888649.1	699	66	36
XP_028888650.1	1235	104	51
XP_028888651.1	548	40	28
XP_028888652.1	952	73	35
XP_028888653.1	351	26	15
XP_028888654.1	871	75	49
XP_028888655.1	492	43	30
XP_028888656.1	822	77	29
XP_028888657.1	185	15	9
XP_028888658.1	474	44	28
XP_028888659.1	287	17	19
XP_028888660.1	324	33	27
XP_028888661.1	123	9	5
XP_028888662.1	308	25	16
XP_028888663.1	265	24	19
XP_028888664.1	182	14	13
XP_028888665.1	190	10	15
XP_028888666.1	229	23	9
XP_028888667.1	561	43	25
XP_028888668.1	200	12	9
XP_028888669.1	386	24	29
XP_028888670.1	399	41	19
XP_028888671.1	107	7	10
XP_028888672.1	323	34	17
XP_028888673.1	487	34	27
XP_028888674.1	345	30	26
XP_028888675.1	353	26	27
XP_028888676.1	863	106	36
XP_028888677.1	788	50	32
XP_028888678.1	331	23	23
XP_028888679.1	364	65	18
XP_028888680.1	151	12	6
XP_028888681.1	370	30	10
XP_028888682.1	590	44	21
XP_028888683.1	866	90	42
XP_028888684.1	805	92	39
XP_028888685.1	751	52	24
XP_028888686.1	206	21	20
XP_028888687.1	549	42	25
XP_028888688.1	537	57	24
XP_028888689.1	577	32	41
XP_028888690.1	513	37	23
XP_028888691.1	427	33	31
XP_028888692.1	557	53	27
XP_028888693.1	248	18	9
XP_028888694.1	455	31	21
XP_028888695.1	323	25	13
XP_028888696.1	176	15	9
XP_028888697.1	997	74	40
XP_028888698.1	911	114	49
XP_028888699.1	355	24	24
XP_028888700.1	291	16	15
XP_028888701.1	461	34	25
XP_028888702.1	266	20	14
XP_028888703.1	319	31	19
XP_028888704.1	235	18	12
XP_028888705.1	338	34	14
XP_028888706.1	546	47	36
XP_028888707.1	213	13	16
XP_028888708.1	283	27	15
XP_028888709.1	502	55	30
XP_028888710.1	132	14	9
XP_028888711.1	485	41	19
XP_028888712.1	836	79	42
XP_028888713.1	396	30	24
XP_028888714.1	675	112	52
XP_028888715.1	485	40	20
XP_028888716.1	359	74	10
XP_028888717.1	280	19	19
XP_028888718.1	763	95	52
XP_028888719.1	775	54	26
XP_028888720.1	883	158	33
XP_028888721.1	883	84	51
XP_028888722.1	778	47	51
XP_028888723.1	399	32	23
XP_028888724.1	660	76	35
XP_028888725.1	340	28	21
XP_028888726.1	167	21	6
XP_028888727.1	558	49	35
XP_028888728.1	586	49	29
XP_028888729.1	329	23	21
XP_028888730.1	826	106	39
XP_028888731.1	509	63	21
XP_028888732.1	592	80	25
XP_028888733.1	216	29	11
XP_028888734.1	381	25	35
XP_028888735.1	1835	183	81
XP_028888736.1	516	59	32
XP_028888737.1	1326	98	84
XP_028888738.1	301	33	7
XP_028888739.1	437	24	20
XP_028888740.1	267	18	7
XP_028888741.1	622	67	36
XP_028888742.1	143	10	3
XP_028888743.1	437	38	34
XP_028888744.1	136	7	5
XP_028888745.1	250	14	16
XP_028888746.1	1229	146	66
XP_028888747.1	587	67	34
XP_028888748.1	422	30	9
XP_028888749.1	136	10	7
XP_028888750.1	223	20	15
XP_028888751.1	96	11	1
XP_028888752.1	209	9	14
XP_028888753.1	578	72	31
XP_028888754.1	894	64	25
XP_028888755.1	419	40	26
XP_028888756.1	500	28	19
XP_028888757.1	356	29	25
XP_028888758.1	343	31	19
XP_028888759.1	569	51	36
XP_028888760.1	267	15	10
XP_028888761.1	129	6	11
XP_028888762.1	225	11	19
XP_028888763.1	237	12	11
XP_028888764.1	208	17	11
XP_028888765.1	445	32	18
XP_028888766.1	485	40	29
XP_028888767.1	330	27	18
XP_028888768.1	302	36	21
XP_028888769.1	1132	129	70
XP_028888770.1	219	9	14
XP_028888771.1	799	71	44
XP_028888772.1	547	37	33
XP_028888773.1	1823	221	94
XP_028888774.1	384	37	19
XP_028888775.1	524	56	27
XP_028888776.1	1090	100	57
XP_028888777.1	522	37	33
XP_028888778.1	161	13	9
XP_028888779.1	338	26	20
XP_028888780.1	679	63	37
XP_028888781.1	711	82	38
XP_028888782.1	524	73	28
XP_028888783.1	1219	106	67
XP_028888784.1	301	35	19
XP_028888785.1	362	40	21
XP_028888786.1	456	32	13
XP_028888787.1	259	25	14
XP_028888788.1	851	116	45
XP_028888789.1	163	16	2
XP_028888790.1	286	34	14
XP_028888791.1	679	52	32
XP_028888792.1	205	26	14
XP_028888793.1	421	47	22
XP_028888794.1	418	47	21
XP_028888795.1	307	26	14
XP_028888796.1	333	28	17
XP_028888797.1	486	49	23
XP_028888798.1	520	40	26
XP_028888799.1	472	45	26
XP_028888800.1	328	42	18
XP_028888801.1	130	9	3
XP_028888802.1	270	46	11
XP_028888803.1	336	34	11
XP_028888804.1	516	50	31
XP_028888805.1	396	42	16
XP_028888806.1	153	16	8
XP_028888807.1	455	53	30
XP_028888808.1	196	18	14
XP_028888809.1	588	62	35
XP_028888810.1	427	39	25
XP_028888811.1	559	44	38
XP_028888812.1	152	12	4
XP_028888813.1	270	29	18
XP_028888814.1	949	84	47
XP_028888815.1	600	107	44
XP_028888816.1	392	26	26
XP_028888817.1	641	61	33
XP_028888818.1	146	14	7
XP_028888819.1	435	36	32
XP_028888820.1	311	25	19
XP_028888821.1	314	40	17
XP_028888822.1	1198	120	65
XP_028888823.1	212	21	11
XP_028888824.1	506	64	31
XP_028888825.1	583	104	35
XP_028888826.1	436	55	21
XP_028888827.1	646	75	38
XP_028888828.1	425	32	25
XP_028888829.1	130	8	7
XP_028888830.1	535	41	25
XP_028888831.1	1155	122	59
XP_028888832.1	232	19	21
XP_028888833.1	166	13	11
XP_028888834.1	79	4	4
XP_028888835.1	358	21	16
XP_028888836.1	420	36	16
XP_028888837.1	343	16	17
XP_028888838.1	620	56	40
XP_028888839.1	894	76	43
XP_028888840.1	318	27	17
XP_028888841.1	492	36	32
XP_028888842.1	179	17	6
XP_028888843.1	399	32	22
XP_028888844.1	443	24	16
XP_028888845.1	169	13	5
XP_028888846.1	368	22	28
XP_028888847.1	392	19	23
XP_028888848.1	760	99	28
XP_028888849.1	1022	81	59
XP_028888850.1	695	50	32
XP_028888851.1	664	47	42
XP_028888852.1	543	52	33
